"","year","time","sst"
"1",1985,1985.2602739726,-0.388364779874213
"2",1985,1985.27671232877,0.551435897435897
"3",1985,1985.29589041096,0.693299999999999
"4",1985,1985.31506849315,-0.579051282051282
"5",1985,1985.33424657534,-0.546333333333333
"6",1985,1985.35342465753,-0.720179487179486
"7",1985,1985.37260273972,-0.686900000000001
"8",1985,1985.39178082192,-0.901846153846154
"9",1985,1985.41095890411,0.446066666666667
"10",1985,1985.4301369863,0.1141875
"11",1985,1985.44931506849,-0.130692307692308
"12",1985,1985.46849315068,0.823300000000001
"13",1985,1985.48767123288,1.55123076923077
"14",1985,1985.50684931507,0.681526845637584
"15",1985,1985.52602739726,0.0837209302325584
"16",1985,1985.54520547945,-0.00887417218543041
"17",1985,1985.56438356164,0.0514728682170548
"18",1985,1985.58287671233,0.5075
"19",1985,1985.60273972603,0.4921
"20",1985,1985.62191780822,1.72507692307692
"21",1985,1985.64109589041,0.864166666666665
"22",1985,1985.6602739726,0.10174358974359
"23",1985,1985.67739726027,0.2775
"24",1985,1985.69863013699,0.789066666666667
"25",1985,1985.71780821918,0.303589743589743
"26",1985,1985.73698630137,0.714233333333333
"27",1985,1985.75616438356,0.616538461538461
"28",1985,1985.77534246575,-0.00926666666666653
"29",1985,1985.79452054795,-0.725820512820513
"30",1985,1985.81369863014,-0.546366666666666
"31",1985,1985.83493150685,-1.5901875
"32",1985,1985.85205479452,-1.22992307692308
"33",1985,1985.87123287671,-1.5186
"34",1985,1985.8904109589,-1.84610256410256
"35",1985,1985.90958904109,-1.16376666666667
"36",1985,1985.92876712329,-0.526220472440944
"37",1985,1985.94794520548,-0.99826530612245
"38",1985,1985.96712328767,-0.498174603174604
"39",1985,1985.98630136987,0.0400680272108853
"40",1985,1986,0.422291666666666
"41",1986,1986.00913242009,0.0620512820512822
"42",1986,1986.02739726027,0.473269230769231
"43",1986,1986.04657534247,0.513333333333334
"44",1986,1986.06575342466,0.580448717948718
"45",1986,1986.08698630137,0.757790322580646
"46",1986,1986.10410958904,0.470000000000001
"47",1986,1986.12328767123,0.428653846153846
"48",1986,1986.14246575342,0.630769230769232
"49",1986,1986.16164383561,1.11544871794872
"50",1986,1986.18082191781,1.20461942257218
"51",1986,1986.2,1.37835616438356
"52",1986,1986.21917808219,1.10314960629921
"53",1986,1986.23835616439,0.799452054794521
"54",1986,1986.25821917808,0.61246855345912
"55",1986,1986.27671232877,0.251435897435898
"56",1986,1986.29589041096,0.530799999999999
"57",1986,1986.31506849315,0.124282051282051
"58",1986,1986.33424657534,0.0711666666666666
"59",1986,1986.35342465753,0.0864871794871801
"60",1986,1986.37260273972,-0.261900000000001
"61",1986,1986.39178082192,-0.0285128205128213
"62",1986,1986.41095890411,0.626066666666667
"63",1986,1986.4301369863,0.5691875
"64",1986,1986.44931506849,2.46597435897436
"65",1986,1986.46849315068,1.7033
"66",1986,1986.48767123288,0.734564102564102
"67",1986,1986.50684931507,0.349026845637584
"68",1986,1986.52602739726,0.980387596899224
"69",1986,1986.54520547945,0.498625827814569
"70",1986,1986.56438356164,0.268139534883722
"71",1986,1986.58287671233,0.4775
"72",1986,1986.60273972603,0.6071
"73",1986,1986.62191780822,0.761743589743589
"74",1986,1986.64109589041,-0.205833333333334
"75",1986,1986.6602739726,-1.05825641025641
"76",1986,1986.67739726027,-0.295
"77",1986,1986.69863013699,-0.653433333333333
"78",1986,1986.71780821918,-0.283076923076924
"79",1986,1986.73698630137,-0.108266666666668
"80",1986,1986.75616438356,0.193205128205128
"81",1986,1986.77534246575,0.320733333333334
"82",1986,1986.79452054795,-0.23248717948718
"83",1986,1986.81369863014,0.583633333333334
"84",1986,1986.83493150685,1.0498125
"85",1986,1986.85205479452,-0.339923076923077
"86",1986,1986.87123287671,0.566399999999999
"87",1986,1986.8904109589,0.783897435897436
"88",1986,1986.90958904109,0.216233333333333
"89",1986,1986.92876712329,0.957112860892389
"90",1986,1986.94794520548,1.29923469387755
"91",1986,1986.96712328767,1.3718253968254
"92",1986,1986.98630136987,1.59506802721089
"93",1986,1987,1.28229166666667
"94",1987,1987.00913242009,1.28871794871795
"95",1987,1987.02739726027,1.43826923076923
"96",1987,1987.04657534247,-0.15
"97",1987,1987.06575342466,-0.192051282051283
"98",1987,1987.08698630137,0.250290322580646
"99",1987,1987.10410958904,0.696666666666667
"100",1987,1987.12328767123,0.931153846153846
"101",1987,1987.14246575342,0.627435897435898
"102",1987,1987.16164383561,0.172948717948717
"103",1987,1987.18082191781,0.401286089238846
"104",1987,1987.2,0.305856164383561
"105",1987,1987.21917808219,-0.156850393700787
"106",1987,1987.23835616439,-0.53054794520548
"107",1987,1987.25821917808,0.0549685534591196
"108",1987,1987.27671232877,-0.248564102564103
"109",1987,1987.29589041096,-0.2367
"110",1987,1987.31506849315,0.404282051282051
"111",1987,1987.33424657534,0.736166666666667
"112",1987,1987.35342465753,1.17648717948718
"113",1987,1987.37260273972,1.6281
"114",1987,1987.39178082192,1.46148717948718
"115",1987,1987.41095890411,0.208566666666667
"116",1987,1987.4301369863,0.3541875
"117",1987,1987.44931506849,0.319307692307692
"118",1987,1987.46849315068,0.510800000000001
"119",1987,1987.48767123288,0.647897435897436
"120",1987,1987.50684931507,0.956526845637584
"121",1987,1987.52602739726,0.660387596899225
"122",1987,1987.54520547945,0.46112582781457
"123",1987,1987.56438356164,0.144806201550389
"124",1987,1987.58287671233,-0.0675000000000003
"125",1987,1987.60273972603,0.949600000000001
"126",1987,1987.62191780822,1.82174358974359
"127",1987,1987.64109589041,0.724166666666666
