"","lat_36_00000","lat_36_00450","lat_36_00900","lat_36_01350","lat_36_01800","lat_36_02250","lat_36_02700","lat_36_03150","lat_36_03600","lat_36_04050","lat_36_04500","lat_36_05849","lat_36_06299","lat_36_06749","lat_36_07199","lat_36_07649","lat_36_08099","lat_36_08549","lat_36_08999","lat_36_09449","lat_36_09899","lat_36_10349","lat_36_10799","lat_36_11249","lat_36_11698","lat_36_12148","lat_36_12598","lat_36_13048","lat_36_13498","lat_36_13948","lat_36_14398","lat_36_14848","lat_36_15298","lat_36_15748","lat_36_16198","lat_36_16648","lat_36_17098","lat_36_17547","lat_36_17997","lat_36_18447","lat_36_19347","lat_36_19797","lat_36_20247","lat_36_20697","lat_36_21147","lat_36_21597","lat_36_22047"
"lat_36_16198",23.9345766146497,21.8904691406346,20.8623033124821,20.0152293534246,18.971220985893,18.0933250569009,17.5844627949191,17.0934715856502,16.537791532756,16.0121729055698,15.1981679286144,13.8274723708458,13.3407139084325,12.5197252594065,11.858680077376,11.3027746574352,10.6411926743277,10.2147721567547,9.47649638470484,9.05932667597277,8.57548604504232,8.08011751105771,7.51017254426401,7.01705058304787,6.32234198315307,5.58164953820485,4.96855514366596,4.36418246028284,3.7783717257188,3.28027050023593,2.62103205961082,1.94103753518498,1.31042253990719,0.690333883916998,0,0.841419187535249,1.81643492069063,2.24617758284059,2.96698060580376,3.58305604505005,5.29995585190414,6.61217970276865,7.04882962821371,8.08447558248296,9.04459666850991,10.0624068846236,10.9959115040212
"lat_36_16648",24.7542091529243,22.6951149867963,21.6595111125576,20.8078656152618,19.7537464681584,18.8682777160302,18.3616851848154,17.8735264435503,17.3189169994706,16.7937017868777,15.9807301363497,14.6232391531295,14.1343245211137,13.3059871577713,12.6425836508592,12.0884252037177,11.4242845751602,10.9997496306044,10.2666143420428,9.85210542474615,9.37438151638346,8.88342300600039,8.31657484854383,7.82839181627894,7.13162976201663,6.3858422149433,5.77368118201866,5.17120752392215,4.58885362836773,4.10078340352962,3.44234838735484,2.76165198481076,2.13559737807636,1.52457328698107,0.841419187535249,0,0.975329259937583,1.40681461566147,2.13474119758544,2.75063889398,4.46462343172804,5.77211453755713,6.20973333434244,7.24402296255821,8.20362541693231,9.22112056349756,10.1545511351308
"lat_36_17098",25.7131873468139,23.6404193488529,22.5979251218917,21.742072282588,20.6785016784984,19.7859856371046,19.2817269861619,18.7964250788113,18.2430063433325,17.7183439435121,16.9066279360265,15.5618515739159,15.0711342723368,14.2364199472764,13.5711979857421,13.0189345820014,12.3528966581063,11.9303379394083,11.2022576945775,10.7903608301804,10.3182158442155,9.83129486917126,9.26737908528337,8.78348938604069,8.08561843610335,7.33662123817937,6.72592988414416,6.12569967537155,5.5466641179214,5.06576926637364,4.40874344871626,3.72899263231467,3.10639739981739,2.49914572625419,1.81643492069063,0.975329259937583,0,0.435621039880825,1.17617651189103,1.7880140150785,3.4947905703461,4.79710858816285,5.23542125026526,6.26879465838888,7.2283011204111,8.24598187387911,9.17955779193648
"lat_36_17547",26.1487659722303,24.0747452507642,23.0312252375291,22.1746677683861,21.1093278153754,20.2153740502001,19.7116299575429,19.2269361311422,18.6737778538697,18.1492453417621,17.3378077761599,15.99532115576,15.5043324636874,14.668563923836,14.0030479147405,13.4511551662534,12.7848205496776,12.3626387061252,11.6354406579907,11.2239653408147,10.7526041811985,10.266163814816,9.70254297443655,9.21896294023478,8.52104305991297,7.77184957334725,7.16128729677944,6.5612014995548,5.98227624969249,5.50114800608006,4.8439412978292,4.16400908826416,3.54060891828591,2.93138773279315,2.24617758284059,1.40681461566147,0.435621039880825,0,0.74305691251487,1.35274478794775,3.05968907063309,4.3660111653785,4.80299556654483,5.83845164465206,6.79929672724348,7.81834985428029,8.75245950536536
"lat_36_17997",26.8865252177136,24.8165660448802,23.7738970998423,22.91760513272,21.8523332974565,20.9580516978251,20.4544557615776,19.9698947528201,19.4167779959649,18.8922624467805,18.0808513762863,16.737893752433,16.2470492430657,15.4115821691318,14.7460946005805,14.1941613053558,13.5278609427583,13.1056303367162,12.3781587341352,11.9664471043905,11.494355861386,11.0071411427968,10.4427921018941,9.95789298826461,9.26028122176128,8.51192804841087,7.90089331115468,7.30004558649463,6.71985225662565,6.23508988493782,5.57691744983571,4.89631075774095,4.27010533657336,3.65596499797502,2.96698060580376,2.13474119758544,1.17617651189103,0.74305691251487,0,0.616148183440822,2.33371612231953,3.65920756950583,4.08972842918864,5.13241525311065,6.09714689605016,7.12000399308587,8.05520831202784
"lat_36_18447",27.5008367936172,25.4269053070873,24.3819612451205,23.5242403376364,22.4556235756117,21.5587968168269,21.0561278982224,20.5726705535557,20.0200430509769,19.4957810740623,18.6849050035889,17.3463893639934,16.8549982545711,16.017510318496,15.3515038045378,14.8002781546354,14.1334611580229,13.711942313826,12.9861726891321,12.5753102152665,12.1048947377852,11.6188323073297,11.055286540499,10.5714522663543,9.87361997604525,9.12458022116783,8.51394327015242,7.91363381488774,7.3341361057051,6.85057223881163,6.19256819834031,5.51204342809847,4.8861242125646,4.27210940019926,3.58305604505005,2.75063889398,1.7880140150785,1.35274478794775,0.616148183440822,0,1.71863773588614,3.05111293161161,3.47817355805625,4.52339805703256,5.48940361932511,6.51358866705127,7.44897087409617
"lat_36_19347",29.2024829981387,27.1119962651838,26.0587243261199,25.1960363934168,24.1161256084306,23.2110738281649,22.7116018633752,22.2319385440938,21.6810983124458,21.1578361952639,20.3489924805437,19.0260438930479,18.5328721369102,17.6887672609919,17.0212941374688,16.4726420863485,15.8044176940931,15.3854359476799,14.6656599105948,14.2578493722749,13.7934236585988,13.3116724311896,12.75129673444,12.2717359452354,11.5732647735614,10.8219528356752,10.2130649713068,9.61505252641402,9.03851803776104,8.5604360557565,7.90353376748952,7.22369331366346,6.59985798391167,5.98812258046375,5.29995585190414,4.46462343172804,3.4947905703461,3.05968907063309,2.33371612231953,1.71863773588614,0,1.35550465648973,1.76644516466309,2.81686815552659,3.78469513734688,4.81101515016049,5.74588863488711
"lat_36_19797",30.463873184049,28.3452258872939,27.2796546960079,26.4101344920182,25.3151580180766,24.3998218805299,23.904842291057,23.4304946836924,22.8824054559538,22.3608462734838,21.5553183035417,20.2550174430901,19.7596438802704,18.9070058431001,18.2381832122491,17.6935706235308,17.0241698930853,16.6090852308444,15.8983849173241,15.4953537849014,15.0401782562446,14.565521313316,14.01077354606,13.5387926378181,12.840072466015,12.0861150567019,11.480943316153,10.8876257406567,10.3170401872174,9.84986197743824,9.19626817159111,8.51906996284443,7.90099216524647,7.29624909273317,6.61217970276865,5.77211453755713,4.79710858816285,4.3660111653785,3.65920756950583,3.05111293161161,1.35550465648973,0,0.451362228286066,1.47335336436045,2.43832236343729,3.46269651464716,4.39808873517313
"lat_36_20247",30.9118097299959,28.7954107303954,27.7304089593089,26.861114631796,25.7664468380736,24.8511820510557,24.3561819363295,23.8817811954756,23.333649873856,22.8120584291982,22.0064574503706,20.7053101525837,20.2100374964369,19.3577525256321,18.6889669108221,18.1441836551484,17.4748151804323,17.0595491557509,16.3483442664109,15.9449930365445,15.4891009880708,15.013780647776,14.4584212830284,13.9855214077435,13.2867758248167,12.5330735334199,11.9273791141247,11.33336169556,10.7618181267564,10.2926834302576,9.63832692532637,8.96044506288828,8.34093318051049,7.73426228722207,7.04882962821371,6.20973333434244,5.23542125026526,4.80299556654483,4.08972842918864,3.47817355805625,1.76644516466309,0.451362228286066,0,1.05186601621124,2.01951206193764,3.04612513282192,3.98040429365915
"lat_36_20697",31.9139459778461,29.7805118431927,28.708090962277,27.8347583386484,26.7310139069332,25.8096441387166,25.3176350308158,24.8467166409616,24.3004973774674,23.7801609498963,22.9769224621379,21.6900057551017,21.193609992051,20.336602738687,19.6673469379865,19.1252428349345,18.4555505915188,18.0428065536578,17.3372781121902,16.9369033056202,16.4865298376479,16.0154556926295,15.4635184524488,14.9950255950291,14.2965074653656,13.5418260699818,12.9384960420497,12.3473267907742,11.7792188517547,11.3158564603709,10.6635090829862,9.98731554084553,9.37088281240682,8.76773126660092,8.08447558248296,7.24402296255821,6.26879465838888,5.83845164465206,5.13241525311065,4.52339805703256,2.81686815552659,1.47335336436045,1.05186601621124,0,0.967873863090201,1.99440382636179,2.9290415079195
"lat_36_21147",32.8468576900526,30.7001998359691,29.6220258177204,28.7456087828919,27.6348235118517,26.7087671641674,26.2192433489078,25.7511882438836,25.2065978026716,24.6873647208812,23.8861642656466,22.6106164647513,22.1134599415907,21.2530123493394,20.5835727296104,20.0436763927409,19.3739314102401,18.9632326976489,18.2622099199919,17.8641886668594,17.4180584153367,16.9502518402452,16.4009705509028,15.9357968898402,15.2376303766269,14.4824759857797,13.8810136520197,13.2920299226294,12.7264768156378,12.2671640580033,11.6163390884161,10.9414491096309,10.3271649866331,9.72636304918049,9.04459666850991,8.20362541693231,7.2283011204111,6.79929672724348,6.09714689605016,5.48940361932511,3.78469513734688,2.43832236343729,2.01951206193764,0.967873863090201,0,1.02661598250045,1.96119363728743
"lat_36_21597",33.8335080740447,31.6730058150393,30.5889069967024,29.7093776032094,28.591422309138,27.6606692293707,27.1738173218046,26.7088200868198,26.1660232095876,25.6480355813987,24.8491053069027,23.5855459060122,23.0877025452886,22.2239069890925,21.5544402114872,21.0169330341734,20.3473079009313,19.9387984977486,19.2425368488445,18.8470069035814,18.4052927741223,17.9409134918716,17.3944536971423,16.9327493851684,16.2350983407349,15.4796581901878,14.8802241255376,14.2935774278744,13.7307150670725,13.2755455782481,12.6263852901642,11.9529442353209,11.3409222246805,10.7425675585251,10.0624068846236,9.22112056349756,8.24598187387911,7.81834985428029,7.12000399308587,6.51358866705127,4.81101515016049,3.46269651464716,3.04612513282192,1.99440382636179,1.02661598250045,0,0.935394193536865
"lat_36_22047",34.7473607176172,32.577327307036,31.48909462608,30.6074122385784,29.4844028796398,28.5503534762799,28.0654991850396,27.6027642143762,27.0613210656162,26.5442883264421,25.7470745295365,24.4920530893975,23.9937943088347,23.1277984826399,22.4584080129127,21.9226211881739,21.2531787055264,20.8462206052652,20.1532631978046,19.7594432712568,19.3206807971673,18.8585671195044,18.3139607543802,17.8544655595407,17.1572092643592,16.4016883293687,15.8035508635878,15.2183548768982,14.6571052957428,14.2042727818617,13.5560540579983,12.8834157072528,12.2725522079246,11.6753574653675,10.9959115040212,10.1545511351308,9.17955779193648,8.75245950536536,8.05520831202784,7.44897087409617,5.74588863488711,4.39808873517313,3.98040429365915,2.9290415079195,1.96119363728743,0.935394193536865,0
