"","year","variable","value"
"720",2015.40821917808,"anom",0.648536585365854
"721",2015.57260273973,"anom",1.29410256410256
"722",2015.73698630137,"anom",1.96051282051282
"723",2015.90136986301,"anom",0.594749999999999
"724",2016.06575342466,"anom",1.27414634146341
"725",2016.2301369863,"anom",1.71179487179487
"726",2016.39452054795,"anom",0.558536585365854
"727",2016.55890410959,"anom",-0.825897435897437
"728",2016.72328767123,"anom",1.12051282051282
"729",2016.88767123288,"anom",1.14475
"730",2017.04931506849,"anom",0.304146341463413
"731",2017.21369863014,"anom",1.19179487179487
"732",2017.37808219178,"anom",-1.20146341463415
"733",2017.54246575342,"anom",-0.515897435897436
"734",2017.70684931507,"anom",2.64051282051282
"735",2017.87123287671,"anom",1.37475
"736",2018.03561643836,"anom",1.09414634146341
"737",2018.2,"anom",0.331794871794871
"738",2018.36438356164,"anom",-0.961463414634146
"739",2018.52876712329,"anom",-0.865897435897436
"740",2018.69315068493,"anom",-0.299487179487178
"741",2018.85753424658,"anom",0.384749999999999
"742",2019.02191780822,"anom",1.01414634146341
"743",2019.18630136986,"anom",0.681794871794871
"744",2019.35068493151,"anom",1.59853658536585
"745",2019.51506849315,"anom",-0.925897435897436
"746",2019.67945205479,"anom",-0.189487179487179
"747",2019.84383561644,"anom",1.50475
"748",2020.00821917808,"anom",1.04414634146341
"749",2020.17260273973,"anom",0.051794871794872
"750",2020.33698630137,"anom",-0.431463414634147
"751",2020.50136986301,"anom",1.44853658536585
"752",2020.66575342466,"anom",-0.635897435897437
"753",2020.8301369863,"anom",0.300512820512822
"754",2020.99452054795,"anom",-1.16525
"755",2021.15616438356,"anom",-1.48585365853659
"756",2021.32054794521,"anom",-0.728205128205129
"757",2021.48493150685,"anom",2.06853658536585
"758",2021.64931506849,"anom",1.86410256410256
"759",2021.81369863014,"anom",-0.779487179487178
"760",2021.97808219178,"anom",-0.195250000000001
"761",2022.14246575342,"anom",-0.375853658536586
"762",2022.30684931507,"anom",-0.258205128205129
"763",2022.47123287671,"anom",-0.661463414634147
"764",2022.63561643836,"anom",-0.485897435897437
"765",2022.8,"anom",0.350512820512821
"766",2022.96438356164,"anom",-0.57525
"767",2023.12876712329,"anom",-1.24585365853659
"768",2023.29315068493,"anom",-1.80820512820513
"769",2023.45753424658,"anom",2.65853658536585
"770",2023.62191780822,"anom",1.73410256410256
"771",2023.78630136986,"anom",0.910512820512821
"772",2023.95068493151,"anom",1.33475
"773",2024.11780821918,"anom",1.05414634146341
"774",2024.28219178082,"anom",0.231794871794872
"775",2024.44657534247,"anom",0.728536585365854
"776",2024.62191780822,"anom",-1.16589743589744
"777",2024.78630136986,"anom",-0.249487179487179
"778",2024.95068493151,"anom",-1.15525
"779",2025.11232876712,"anom",-0.00585365853658537
