"","year","sst","anom"
"137",2008.34520547945,9.34,-2.84146341463415
"138",2008.5095890411,13.06,-0.935897435897436
"139",2008.67397260274,14.53,-0.0494871794871781
"140",2008.83835616438,13.53,0.47475
"141",2009.00273972603,11.75,-1.30525
"142",2009.16438356164,12.42,0.0441463414634136
"143",2009.32876712329,10.55,-1.51820512820513
"144",2009.49315068493,14,1.81853658536585
"145",2009.65753424658,13.66,-0.335897435897436
"146",2009.82191780822,13.95,-0.629487179487178
"147",2009.98630136986,12.42,-0.635250000000001
"148",2010.15068493151,12.82,0.444146341463414
"149",2010.31506849315,12.07,0.00179487179487126
"150",2010.47945205479,11.68,-0.501463414634147
"151",2010.64383561644,13.2,-0.795897435897436
"152",2010.80821917808,13.91,-0.669487179487179
"153",2010.97260273973,12.55,-0.50525
"154",2011.13698630137,11.25,-1.12585365853659
"155",2011.30136986301,11.02,-1.04820512820513
"156",2011.46575342466,11.61,-0.571463414634147
"157",2011.6301369863,13.39,-0.605897435897436
"158",2011.79452054795,15.19,0.61051282051282
"159",2011.95890410959,12.35,-0.705250000000001
"160",2012.12328767123,11.69,-0.685853658536587
"161",2012.28767123288,11.38,-0.688205128205128
"162",2012.45205479452,10.47,-1.71146341463415
"163",2012.61643835616,13.59,-0.405897435897437
"164",2012.78082191781,14.49,-0.089487179487179
"165",2012.94520547945,14.21,1.15475
"166",2013.10684931507,11.85,-0.525853658536587
"167",2013.27123287671,11.43,-0.638205128205129
"168",2013.43561643836,13.2,1.01853658536585
"169",2013.6,14.08,0.0841025641025634
"170",2013.76438356164,13.34,-1.23948717948718
"171",2013.92876712329,12.68,-0.375250000000001
"172",2014.09315068493,13.1,0.724146341463413
"173",2014.25753424658,13.12,1.05179487179487
"174",2014.42191780822,12.5,0.318536585365853
"175",2014.58630136986,17.28,3.28410256410256
"176",2014.75068493151,16.72,2.14051282051282
"177",2014.91506849315,15.5,2.44475
"178",2015.07945205479,14.27,1.89414634146341
"179",2015.24383561644,13.15,1.08179487179487
"180",2015.40821917808,12.83,0.648536585365854
"181",2015.57260273973,15.29,1.29410256410256
"182",2015.73698630137,16.54,1.96051282051282
"183",2015.90136986301,13.65,0.594749999999999
"184",2016.06575342466,13.65,1.27414634146341
"185",2016.2301369863,13.78,1.71179487179487
"186",2016.39452054795,12.74,0.558536585365854
"187",2016.55890410959,13.17,-0.825897435897437
"188",2016.72328767123,15.7,1.12051282051282
"189",2016.88767123288,14.2,1.14475
"190",2017.04931506849,12.68,0.304146341463413
"191",2017.21369863014,13.26,1.19179487179487
"192",2017.37808219178,10.98,-1.20146341463415
"193",2017.54246575342,13.48,-0.515897435897436
"194",2017.70684931507,17.22,2.64051282051282
"195",2017.87123287671,14.43,1.37475
"196",2018.03561643836,13.47,1.09414634146341
"197",2018.2,12.4,0.331794871794871
"198",2018.36438356164,11.22,-0.961463414634146
"199",2018.52876712329,13.13,-0.865897435897436
"200",2018.69315068493,14.28,-0.299487179487178
"201",2018.85753424658,13.44,0.384749999999999
"202",2019.02191780822,13.39,1.01414634146341
"203",2019.18630136986,12.75,0.681794871794871
"204",2019.35068493151,13.78,1.59853658536585
"205",2019.51506849315,13.07,-0.925897435897436
"206",2019.67945205479,14.39,-0.189487179487179
"207",2019.84383561644,14.56,1.50475
"208",2020.00821917808,13.42,1.04414634146341
"209",2020.17260273973,12.12,0.051794871794872
"210",2020.33698630137,11.75,-0.431463414634147
"211",2020.50136986301,13.63,1.44853658536585
"212",2020.66575342466,13.36,-0.635897435897437
"213",2020.8301369863,14.88,0.300512820512822
"214",2020.99452054795,11.89,-1.16525
"215",2021.15616438356,10.89,-1.48585365853659
"216",2021.32054794521,11.34,-0.728205128205129
"217",2021.48493150685,14.25,2.06853658536585
"218",2021.64931506849,15.86,1.86410256410256
"219",2021.81369863014,13.8,-0.779487179487178
"220",2021.97808219178,12.86,-0.195250000000001
"221",2022.14246575342,12,-0.375853658536586
"222",2022.30684931507,11.81,-0.258205128205129
"223",2022.47123287671,11.52,-0.661463414634147
"224",2022.63561643836,13.51,-0.485897435897437
"225",2022.8,14.93,0.350512820512821
"226",2022.96438356164,12.48,-0.57525
"227",2023.12876712329,11.13,-1.24585365853659
"228",2023.29315068493,10.26,-1.80820512820513
"229",2023.45753424658,14.84,2.65853658536585
"230",2023.62191780822,15.73,1.73410256410256
"231",2023.78630136986,15.49,0.910512820512821
"232",2023.95068493151,14.39,1.33475
"233",2024.11780821918,13.43,1.05414634146341
"234",2024.28219178082,12.3,0.231794871794872
"235",2024.44657534247,12.91,0.728536585365854
"236",2024.62191780822,12.83,-1.16589743589744
"237",2024.78630136986,14.33,-0.249487179487179
"238",2024.95068493151,11.9,-1.15525
"239",2025.11232876712,12.37,-0.00585365853658537
