"","year","lat_36_00000","lat_36_00900","lat_36_01800","lat_36_02700","lat_36_03600","lat_36_04500","lat_36_05399","lat_36_06299","lat_36_07199","lat_36_08099","lat_36_08999","lat_36_09899","lat_36_10799","lat_36_11698","lat_36_12598","lat_36_13498","lat_36_14398","lat_36_15298","lat_36_16198","lat_36_17098","lat_36_17997","lat_36_18897","lat_36_19797","lat_36_20697","lat_36_21597","lat_36_22496","lat_36_23396","lat_36_24296","lat_36_25196","lat_36_26096","lat_36_26995","lat_36_27895","lat_36_28795","lat_36_29695","lat_36_30595","lat_36_31494","lat_36_32394","lat_36_33294","lat_36_34194","lat_36_35093","lat_36_35993","lat_36_36893","lat_36_37793","lat_36_38692","lat_36_39592","lat_36_40492","lat_36_41391","lat_36_42291","lat_36_43191","lat_36_44091"
"21",2004,0.40648840624253,0.604480320006866,0.797712454910044,1,0.344074353651632,0,0,0.621561487545238,0.341011846849425,0.53228023663991,0.342336367697978,0.669400164685514,0.408213315547774,0.515062761506276,0.712346187452347,0.707308757846364,0.404421683951848,0.583428181197359,0.471389724600787,0.446548208563938,0.57765501642054,0.290379710966279,0.557479155910494,0.505223207225979,0.566553789251947,0.545457238043732,0,0,0.146605132668369,0.490949008732399,0.455673437221198,0.399436506355215,0.4671854933427,0.480211929179914,0.145516335830694,0.0259905488913122,0.162059339559505,0.669401009402835,0.669744992392685,0.494773928361715,0.462872731516602,0.156422717743472,0.524513346543886,0.850494851544537,0.807689800707221,0.308427168653,0.185418293747416,0.410422449919469,0.465908713692946,0.391604687364871
"22",2005,0.342348803059796,0.0349018682303818,0.39877893038783,0.546180300211965,0.367090825762273,0,0,0.63205895309738,0.493637803086667,0.604904632152589,0.529508265385904,0.884829930536495,0.550977163620195,0.668579398286511,0.698563581418387,0.741281260116832,0.491222794098693,0.533727900447682,0.42383128905346,0.330808816389941,0.279453663629048,0.223505242278266,0.349254299722811,0.413628710430601,0.409515382354382,0.454503270648195,0,0,0.338742370280453,0.606084616781393,0.63313210016059,0.561075057638118,0.663627197473503,0.58780025692735,0.0119718853788522,0.0407124681933842,0.327929144634901,0.761799188826145,0.843189610704858,0.53810921902525,0.767272568127443,0.438774537831142,0.607623266114932,0.948178046586024,0.813873906171069,0.428437191674628,0.345568980566913,0.489884661477748,0.633321161825726,0.503162025425927
"23",2006,0.226008264180583,0.0183250200330791,0.142049604552685,0.0426482675087598,0.106839565416655,0,0,0.342579839289797,0.295470153951811,0.11044627734001,0.0343181056629063,0.210658108650212,0.167934582490951,0.467238778356531,0.262200653372884,0.189481645738253,0.165894776638798,0.0694707910733406,0.32913870246085,0.0888759426481535,0.114661040909981,0.156843298384812,0.25873767388383,0.123347689788932,0.273768554352618,0.186180674928395,0,0,0.125178933385248,0.36572079433467,0.616412151311485,0.609962697305794,0.552628814167951,0.477003925677664,0,0.0436205016357688,0.307363483440754,0.549306198568056,0.559074811767715,0.404110393423371,0.681070198984653,0.427196493234229,0.539107122042196,0.651279616115165,0.782855606433425,0.060560975991731,0.0970429243043751,0.281560339629075,0.380152697095436,0.478887399463807
"24",2007,0.269412286992453,0.403115925061825,0.380722783590617,0.458392092399533,0.234639959021918,0,0,0.692860608155959,0.457710944504855,0.519110391044996,0.212491622919692,0.615624010303401,0.507802024496828,0.591688725699485,0.694439652053895,0.606677610751561,0.348948711559447,0.474939086593992,0.579427987348608,0.44949347833123,0.482067900563301,0.10031170303202,0.533685586545538,0.425093720058418,0.376650296379758,0.431104670615066,0.644147682639434,0.0350877192982456,0.0716191610457726,0.157136961653378,0.266300630464522,0.333531390240894,0.269752760219594,0.350533590739133,0.00440256430061018,0.26226826608506,0.0574102098770643,0.281785104135422,0.284088791022068,0.131767469172049,0.421777440625547,0.211120640365923,0.19734234759296,0.12001399580126,0.334349080124497,0.145036255148544,0.0766450743480192,0.242480605164662,0.333394190871369,0.329823575196748
"25",2008,0.381354369429362,0.485265075649944,0.543313243564179,0.683070900203314,0.48083870272019,0,0,0.707013366493986,0.590367996337206,0.67120185580676,0.591854685580252,0.827515148955936,0.513943600325142,0.700870976005465,1,0.813778660180434,0.592304585800088,0.79778435389635,0.587373678932346,0.567077709810014,0.461297548881011,0.201190138849532,0.508804499467226,0.54471586310825,0.477474526037329,0.479175465366671,1,0.64766081871345,0.26294332535529,0.565271793855957,0.546994884910486,0.395289170991502,0.447559355893878,0.512625682687546,0.322623001467521,0.0179934569247546,0.120355241500311,0.511140599121011,0.569787905452559,0.412448620082208,0.663024450020424,0.177005908137984,0.498473015502972,0.510309407177847,0.569182133720078,0.382080716646046,0.202738089768916,0.425029960536058,0.547107053941909,0.512399463806971
"26",2009,0.537595191749479,0.610618511404629,0.734729908363767,0.596470130207207,0.699788369773273,0,0,0.602582404407541,0.636090921230851,0.686906252301348,0.871314084664358,0.796820302767983,0.662258488088539,0.639871346027951,0.427516793464045,0.591244159096053,0.701660924033992,1,0.567123736789323,0.48396284428909,0.677135213901999,0.458203457069991,0.477661946766557,0.431368080296927,0.488533655023759,0.481415500119022,0.499607227022781,0,0.617855547793823,0.823719440730286,0.786705228097306,0.627790586248446,0.850476932702545,0.749497628086896,0.100872789063103,0.119956379498364,0.654742884015941,0.817009872324887,0.950719335584463,1,1,1,1,0.966884934519644,0.796388938680398,0.760199207554853,0.469334313410208,0.932583068925772,0.889424066390041,0.806300268096515
"27",2010,0.214861865246047,0.0894711360411651,0.168482961037797,0.0536445040446425,0.0317782330898013,0,0,0.18347004667399,0.120028043266754,0.0964847681468935,0.0770621579358874,0.0842725334121572,0.0710345498377763,0.0981925824723195,0.0736574968138333,0.0831463957575914,0.040238526907313,0.140880694033437,0.149955642983877,0.100948312133864,0.0807760064377216,0.106191555681496,0.116719577882013,0.0782132259234798,0.102841938960466,0.0834188064190927,0.757266300078555,0.0350877192982456,0.178074504998683,0.240150877366744,0.294540682804972,0.439747214552953,0.420428369145755,0.347566008081011,0.341391828222754,0.537622682660851,0.228338528509155,0.160545912179345,0.233332177425997,0.215384615384615,0.522261772772364,0.492519534972365,0.434666044993589,0.107617714685594,0.173855655319634,0.0778506882996883,0.0559715777706314,0.0644272385164001,0.0802390041493776,0.0991849001124276
"28",2011,0.0288563330259878,0.000749083235927636,0.0213026236192951,0.0696824847514816,0.029594532661149,0,0,0.300330677135321,0.1088298136172,0.128280187544493,0.00723919356640232,0.193226780398201,0.239973043762202,0.145193977172459,0.0793007685757696,0.0966717949158709,0.0357017038863732,0.053123234775864,0.229036488467176,0.19354629899343,0.203701689901912,0.0174978747520544,0.189586926352715,0.260309206425987,0.337937221378533,0.332119706930615,0.0667714061272584,0,0.0114746401291756,0.0243747833407616,0.0357000535300065,0.161718406562997,0.0689784404151659,0.251194927479026,0.00308951880744574,0.0281715739731007,0.0119619676954522,0.0211205153953494,0.107835317881742,0.0796241926012918,0.355561066697788,0.161187345149609,0.167851730970976,0.0493601919424173,0.0863004546417456,0.0287378823234617,0.022756159936295,0.0550052542256442,0.0825892116182573,0.162209201764248
"29",2012,0.0710173137998156,0.00836864970050663,0.151517935160083,0.313407881645542,0.222279136225164,0,0,0.509761388286334,0.219934565710906,0.195614551881582,0.0289707360661231,0.387234761311572,0.429840833142278,0.355224432869382,0.306762465007819,0.409732786702077,0.243123877608888,0.115630084899377,0.334297616292525,0.181538660711396,0.285347658713761,0.301289317086993,0.508822807846239,0.496381429009963,0.509696639396463,0.606726905537888,0,0,0.0287438590062183,0.0868799418940557,0.298656545530244,0.246710911235717,0.0792384130364219,0.287717365561688,0,0.0343511450381679,0,0.176143403017775,0.24228756951699,0.234644744568409,0.195308397035654,0.0644177625309701,0.214057582468819,0.285176946915925,0.308439389248293,0.123314487964544,0.138466485964993,0.224560260752079,0.322297095435685,0.223179538182133
"30",2013,0.293234982754499,0.130772395303257,0.432686577196245,0.641339706709348,0.560422451675518,0,0.471698113207547,0.676605568536043,0.768313970125336,0.843545180057442,0.498966826761979,1,0.618086385015667,0.834588563458856,0.943403104356005,0.958985466140663,0.66296044887052,0.997167210461087,1,0.993915266854387,0.818373605341569,0.591810711249646,0.685791599383374,0.622324443493549,0.7251873805908,0.595143885483982,0.021209740769835,0.010233918128655,0.328012093033909,0.63415044817511,0.950290697674419,0.691109893515751,0.746378118330743,0.805761488169141,0.0223990113539816,0.278444202108324,0.0437057982985548,0.507169498819755,0.693488051530349,0.554198473282443,0.804939604364825,0.51915380217267,0.726261802074834,0.862678696391083,0.814590903906008,0.692888352935649,0.420927704016784,0.791650233959345,0.730346887966805,0.82518053273372
"31",2014,0.188928729979852,0.0692048430143557,0.0755450003360742,0.00500713760436043,0.099210093548648,0,0,0.216331435517959,0.10850073446651,0.102676927608808,0.0115952753267061,0.0790110423748496,0.0987167997109847,0.054259528079014,0.0969123400655599,0.0339553126083307,0.0201837069624767,0.0766876596605711,0.091577952634421,0.0365083988736771,0.0167685247613041,0.0629781807877586,0.00258880479240129,0.00909293867033795,0.110046294028315,0.110541656199642,0,0,0.130824639556589,0.340167384737285,0.549063968357818,0.437064946852753,0.427318529576414,0.128774068997194,0,0,0.00328592358569628,0.020338032577368,0.0927030459603206,0.100411039342337,0.611017097508315,0.292500476462741,0.434246415666162,0.216610016994902,0.47165414636531,0.219488512677556,0.0789268158221161,0.0074805924425661,0.0068746887966805,0.0869097552538269
"32",2015,0.356336440938428,0.180313570160554,0.157789079828826,0.165873599515508,0.257218343083601,0,0,0.550532819566272,0.359344894026975,0.321765225716179,0.0417946498380431,0.387585245867027,0.395179835622529,0.246534597102439,0.135677832627461,0.127676215523984,0.117570737491515,0.209660149564543,0.374990357170408,0.278570735022818,0.304225842232323,0.086710116180221,0.457508083149334,0.450033022948624,0.491084113065204,0.495692704968116,0.0809112333071485,0.0501949317738791,0.134970168226011,0.275532775384209,0.485072562897758,0.397499027505005,0.417867688221025,0.389130107148752,0.112612960531397,0.155034532897128,0.0019775833690062,0.0941261623130192,0.43236858417245,0.229594832648268,0.753749197642528,0.459071850581285,0.576151066557874,0.227444266719984,0.440749914449134,0.0959234491723177,0.0950980842559838,0.0223425449789704,0.0175834024896266,0.081618092190608
"33",2016,0.261851586244579,0.180604621181238,0.179011045638877,0.450793788121296,0.410111072169951,0,1,0.589731722141985,0.510683149239779,0.527174313277855,0.274768234111471,0.744243396744294,0.505224507944448,0.655366749210144,0.357354340700011,0.528435998590448,0.480748575798455,0.518872617210883,0.560373756074983,0.402013140434346,0.584679962591618,0.48200623406064,0.690306445647915,0.788755453437642,0.599767917503552,0.795418569471244,0,1,0.067038466383427,0.147704650126281,0.257684529828109,0.190491212756604,0.101660443987261,0.370689469567027,1,1,0.0830585014982606,0.314010354855958,0.361126402801919,0.307457428068115,0.973901499679057,0.483037926434153,0.361837043944516,0.0690042987103869,0.104510567568889,0.165489483657776,0.203733480344865,0.0939933895989232,0.0354423236514523,0.0475655106806192
