"",".","lat_36_00000","lat_36_00450","lat_36_00900","lat_36_01350","lat_36_01800","lat_36_02250","lat_36_02700","lat_36_03150","lat_36_03600","lat_36_04050","lat_36_04500","lat_36_05849","lat_36_06299","lat_36_06749","lat_36_07199","lat_36_07649","lat_36_08099","lat_36_08549","lat_36_08999","lat_36_09449","lat_36_09899","lat_36_10349","lat_36_10799","lat_36_11249","lat_36_11698","lat_36_12148","lat_36_12598","lat_36_13048","lat_36_13498","lat_36_13948","lat_36_14398","lat_36_14848","lat_36_15298","lat_36_15748","lat_36_16198","lat_36_16648","lat_36_17098","lat_36_17547","lat_36_17997","lat_36_18447","lat_36_19347","lat_36_19797","lat_36_20247","lat_36_20697","lat_36_21147","lat_36_21597","lat_36_22047"
"1",".",0.0397707310707582,0.174105861214001,0.687939289908754,1,0.358026922034511,0.361700846207125,0.270952911534717,0.337509159715321,0.120534826994308,0.114090402625952,0.00942170827435982,0.000212806536774375,0.085618494092611,0.428385581353329,0.201445478362996,0.117661938747854,0.159898013471055,0.0872486724686562,0.0622900794009295,0.207159133114504,0.246415916322864,0.117870730066954,0.210307063771695,0.125226608847532,0.0990654580861465,0.389050501400307,0.330936248381365,0.366466909587336,0.424368356069503,0.114307224380402,0.0599532227140864,0.10112927997109,0.176514991818994,0.00813282340068861,0.0645586773872979,0.0802260567551018,0.0249324941528393,0.0294435912106885,0.0336093795484888,0.0274118910671445,0.0231196233725821,0.0111663203541422,0.296644281828129,0.142190903524357,0.11825016813724,0.105016010680479,0.333578261611508
