"","36_00","lat_36_00000","lat_36_00900","lat_36_01800","lat_36_02700","lat_36_03600","lat_36_04500","lat_36_05399","lat_36_06299","lat_36_07199","lat_36_08099","lat_36_08999","lat_36_09899","lat_36_10799","lat_36_11698","lat_36_12598","lat_36_13498","lat_36_14398","lat_36_15298","lat_36_16198","lat_36_17098","lat_36_17997","lat_36_18897","lat_36_19797","lat_36_20697","lat_36_21597","lat_36_22496","lat_36_23396","lat_36_24296","lat_36_25196","lat_36_26096","lat_36_26995","lat_36_27895","lat_36_28795","lat_36_29695","lat_36_30595","lat_36_31494","lat_36_32394","lat_36_33294","lat_36_34194","lat_36_35093","lat_36_35993","lat_36_36893","lat_36_37793","lat_36_38692","lat_36_39592","lat_36_40492","lat_36_41391","lat_36_42291","lat_36_43191","lat_36_44091","lat_36_44990"
"lat_36_23396",176.311625100787,37.5328439278382,35.6703727264238,33.6999036480142,32.2786989056671,31.2669297996722,30.2158380283515,29.0148612767657,27.9772401234359,26.7084907189531,25.6557921148439,24.4513939270874,23.6852950434316,22.7656221501532,21.3762678749918,20.1410450182081,19.1658734987264,17.8844273847848,16.7324836569234,15.282431923926,13.7855690695684,12.5277065505824,10.5219095268956,8.9753866620122,7.29179658301544,5.22824709959159,3.2373056869961,0,1.1797145001431,2.46799318450695,3.77937135964612,5.30199181134453,6.42281012368714,7.8636537147113,8.93859147909277,10.1840264259498,10.8784241703805,11.67560649148,12.4926771002485,13.3990800282774,14.3349591696585,15.4352757824517,16.329335852456,17.2196457518512,18.2281007185717,19.2149783676856,20.3172186815936,21.3018559125683,22.4241640093768,23.4146902355211,24.4359289609222,89.3231289864184
"lat_36_24296",177.491222640714,38.7125483791642,36.8499094267844,34.8789230780193,33.4576817954605,32.4462700187022,31.3954053647846,30.1944401192393,29.1569078189508,27.8880686261979,26.8351607033972,25.6298994581088,24.8624354622128,23.9407270042178,22.5505612888336,21.3136301397454,20.3348043120432,19.0506382858357,17.8942340914023,16.4413595855449,14.9413528586887,13.6771894602136,11.6625217061919,10.1135276259714,8.4273361809635,6.36204704920076,4.36806275835679,1.1797145001431,0,1.28952544695453,2.59974461756196,4.1223177861837,5.24429503751051,6.68467259302124,7.76163496507844,9.00936505358777,9.71358498625463,10.5221886028405,11.3543221098551,12.2715254717705,13.208556727876,14.3197294171919,15.222057285575,16.121829600867,17.144206096079,18.1326882985428,19.2336751787058,20.2241750774103,21.3438357023322,22.3388586368745,23.3634233411076,88.2493817991015
"lat_36_25196",178.779174460309,39.9992161639109,38.1353794973278,36.1625582968168,34.741222845992,33.7309578223742,32.6810559116905,31.4824959464672,30.4445729551036,29.1761309769428,28.1237047606364,26.9191938960802,26.1519604504787,25.2299398172088,23.8395471905939,22.6020162533592,21.6215499938054,20.3359972624715,19.177097514078,17.7226309584522,16.2208476446507,14.9528812798027,12.932998165187,11.3831306816639,9.69645115813661,7.63237138560418,5.64074060694888,2.46799318450695,1.28952544695453,0,1.3180409938244,2.83554936030793,3.96576307349454,5.40342368869598,6.48658842371734,7.73953814923209,8.46377986631477,9.29242476664798,10.1489435613054,11.0821646669678,12.0197017891251,13.1460758030451,14.0596253774629,14.9721613088026,16.0132839224257,17.0029168722271,18.1010416012244,19.0988046913439,20.2138791883118,21.2143407627253,22.2427258396403,87.1158454835195
"lat_36_26096",180.089909031525,41.31215502775,39.44964719621,37.4782293108348,36.0569494149303,35.0458937747271,33.9951492351343,32.7931380929579,31.7559971432701,30.4867715829483,29.4331593409142,28.2255466496599,27.4548024182764,26.528533557596,25.1367027208951,23.8962528794332,22.9099955514626,21.6206275347856,20.4557850075154,18.9981278573264,17.4931188354926,16.2184686309618,14.1908295944064,12.6407808777853,10.9550934910369,8.89579075813323,6.91178811745026,3.77937135964612,2.59974461756196,1.3180409938244,0,1.52461600660907,2.64774279023321,4.08610649519453,5.16861779447881,6.42241574731964,7.15551393780934,7.99672902903561,8.87078333714402,9.81569763026619,10.7524776420957,11.8899218391016,12.8117001556975,13.7338694917893,14.7896874183658,15.7792695747016,16.8740016168683,17.8770169902981,18.9874754782333,19.991768326494,21.0226759025962,85.8768629682584
"lat_36_26995",181.613497054232,42.8345287556212,40.9709277863079,38.997811052111,37.5764492337742,36.5664585442815,35.5165944548956,34.3167036078736,33.2792247977035,32.0103321356804,30.9571139347364,29.7500636301713,28.9793879477339,28.0526677551389,26.6605960573708,25.4195307851079,24.431654684203,23.141036472267,21.9739749532202,20.515111207165,19.0088769593076,17.7313843605276,15.7005119135542,14.1509071524368,12.4663977305253,10.4102229782581,8.43022606859798,5.30199181134453,4.1223177861837,2.83554936030793,1.52461600660907,0,1.15535541366647,2.57452822763803,3.66931158801913,4.93100595779563,5.70293460961676,6.57954831260319,7.49432513032049,8.46166147003444,9.39318374266841,10.5500237647509,11.4854427502079,12.4235820882938,13.5038638217228,14.4909542549933,15.5773113841743,16.5878490978707,17.6883651909847,18.6979506944864,19.7318862061335,84.5365577212166
"lat_36_27895",182.725106512258,43.9519899826767,42.0917306632058,40.1226223284064,38.7014449951345,37.6891336140898,36.6370394201878,35.4293626748507,34.3935629515771,33.1230969804076,32.067580224369,30.8549143367649,30.0784100241057,29.145191194087,27.7512249639744,26.5062262502924,25.5107118484053,24.2155747145308,23.0416155552853,21.5797067035005,20.0707108635354,18.7868121827482,16.7499734809404,15.2024093446774,13.5218355733993,11.4746855678534,9.50701002246705,6.42281012368714,5.24429503751051,3.96576307349454,2.64774279023321,1.15535541366647,0,1.44203211156303,2.52179744649874,3.77982570430819,4.54838925689718,5.43187740204324,6.35930754783294,7.33398593326106,8.26200842034989,9.42513572318213,10.3650833720441,11.3089442302075,12.3988090459715,13.3837999574974,14.4656431500731,15.4786653135683,16.5743420271861,17.5855741701026,18.6202583130356,83.4017492137938
"lat_36_28795",184.167092627418,45.3938907793085,43.5333146696058,41.5635387851749,40.1423172026305,39.1304361254679,38.078651620459,36.8713939452229,35.835581711301,34.5651289478933,33.5095738126805,32.2965476027248,31.5193192610368,30.5849427567883,29.1906063764269,27.9447319357482,26.9472077301977,25.6507791285359,24.4746354142172,23.0118041220679,21.5019995871192,20.2159052060176,18.1771602981514,16.6307971792944,14.9521758726942,12.9086773905697,10.944930744749,7.8636537147113,6.68467259302124,5.40342368869598,4.08610649519453,2.57452822763803,1.44203211156303,0,1.10632951408709,2.37117273625154,3.20487173741978,4.13770630664735,5.11660496504251,6.11026985000514,7.01926687281126,8.19764967710538,9.14766850212424,10.1048439596312,11.2175510121247,12.1938758386501,13.2607964445604,14.2783790002867,15.3590696681813,16.3731885278186,17.4084397178637,82.1103910084732
"lat_36_29695",185.22444639623,46.4586447436324,44.6013775398079,42.635565573276,41.2145726510142,40.2004862455412,39.1466081389649,37.9320292668701,36.8978754278672,35.6260433555905,34.5684360269692,33.3503435348982,32.5678783287513,31.6277538241128,30.2319806337887,28.9828717266958,27.9788596668691,26.678892586034,25.4972275965517,24.0324596123663,22.521134547014,21.230534011438,19.1885777173815,17.6453863030758,15.9717708768883,13.9378218064055,11.9859747073513,8.93859147909277,7.76163496507844,6.48658842371734,5.16861779447881,3.66931158801913,2.52179744649874,1.10632951408709,0,1.26519748011825,2.11865997087083,3.07327113835359,4.07620458174546,5.07437078097765,5.96767582916745,7.15028123053576,8.10303023949935,9.06499654168592,10.1875549078977,11.1575185795053,12.215346115739,13.2340292766915,14.3064624422965,15.3211546626935,16.3559614067756,81.0209000612657
"lat_36_30595",186.446385642946,47.689366664919,45.8353116616748,43.8732983181872,42.4525742777136,41.4364736492545,40.3806861500689,39.1592716804356,38.126755359143,36.8537096340958,35.7942452184175,34.5714602286726,33.7840906614612,32.8385836082339,31.4416301341023,30.1896252341483,29.1795841095528,27.8765030915063,26.6898419039578,25.2236426469194,23.7113690647482,22.4169947460936,20.3729683681728,18.8335902844501,17.1656258910647,15.1417089390263,13.2017664829159,10.1840264259498,9.00936505358777,7.73953814923209,6.42241574731964,4.93100595779563,3.77982570430819,2.37117273625154,1.26519748011825,0,0.960615032190263,1.93834209426606,2.96985069280401,3.95956324886783,4.8145857355106,5.99749764045012,6.9506116609519,7.91692227983695,9.05151119819914,10.0094299229362,11.0516442033239,12.0705391321925,13.1295718891544,14.1441934782504,15.1775494701541,79.7840742600577
"lat_36_31494",187.052057135015,48.3215137506804,46.475673399594,44.5237672833596,43.1040120938327,42.0828579434651,41.0224481036767,39.7848795780708,38.7564403084651,37.4808961814188,36.4174691683413,35.1846347092201,34.3870892318022,33.4309278263074,32.0321912567821,30.7750607404129,29.7540216286383,28.445886867892,27.2509115428738,25.783183588572,24.2704218537743,22.9706473891741,20.9252280145493,19.3942369099887,17.7384168509538,15.7358169466915,13.8222504193992,10.8784241703805,9.71358498625463,8.46377986631477,7.15551393780934,5.70293460961676,4.54838925689718,3.20487173741978,2.11865997087083,0.960615032190263,0,0.979523625238665,2.009769817045,3.00168804396031,3.86812552637364,5.05200715471732,6.00560633025361,6.9708012737407,8.1019476144329,9.06407193841288,10.1128295899161,11.1318412742691,12.1976729551729,13.2124674383746,14.2467356156316,78.9061009518844
