"","36_00","lat_36_00000","lat_36_00900","lat_36_01800","lat_36_02700","lat_36_03600","lat_36_04500","lat_36_05399","lat_36_06299","lat_36_07199","lat_36_08099","lat_36_08999","lat_36_09899","lat_36_10799","lat_36_11698","lat_36_12598","lat_36_13498","lat_36_14398","lat_36_15298","lat_36_16198","lat_36_17098","lat_36_17997","lat_36_18897","lat_36_19797","lat_36_20697","lat_36_21597","lat_36_22496","lat_36_23396","lat_36_24296","lat_36_25196","lat_36_26096","lat_36_26995","lat_36_27895","lat_36_28795","lat_36_29695","lat_36_30595","lat_36_31494","lat_36_32394","lat_36_33294","lat_36_34194","lat_36_35093","lat_36_35993","lat_36_36893","lat_36_37793","lat_36_38692","lat_36_39592","lat_36_40492","lat_36_41391","lat_36_42291","lat_36_43191","lat_36_44091","lat_36_44990"
"lat_36_32394",187.735448520101,49.0368415639772,47.1988585608087,45.2565420758533,43.8379864087187,42.8125085609961,41.7481888975841,40.4963203647343,39.471890440051,38.194489426642,37.1278366600836,35.8863496232637,35.0798862456264,34.1144503727248,32.7147537858212,31.4536151483192,30.4231540099913,29.1112380373878,27.9095267410194,26.4415363043355,24.9296343845304,23.6262389729252,21.5818707875448,20.0604065396045,18.4178696777323,16.4375071385207,14.5506871705476,11.67560649148,10.5221886028405,9.29242476664798,7.99672902903561,6.57954831260319,5.43187740204324,4.13770630664735,3.07327113835359,1.93834209426606,0.979523625238665,0,1.03222511994588,2.02216478165265,2.89593782457479,4.07951664078552,5.03293213249359,5.99690030384668,7.12551165047509,8.09020489847042,9.14349343020991,10.1623647473932,11.2332100040905,12.2479152950434,13.2826981341377,77.9814387289659
"lat_36_33294",188.390421992266,49.7363168117601,47.9075446097458,45.9764335295502,44.5595844682035,43.5295510978739,42.4611749767796,41.193784150258,40.1741517605069,38.8951436842512,37.8253220299511,36.5747799900332,35.7588437941172,34.7836716361312,33.383647830216,32.1188334443712,31.0787180643611,29.7635701558223,28.5554357223241,27.0883708893408,25.5787884596571,24.2728343254474,22.2320226766785,20.7228291364963,19.0969916872997,17.1437500646112,15.2890448079744,12.4926771002485,11.3543221098551,10.1489435613054,8.87078333714402,7.49432513032049,6.35930754783294,5.11660496504251,4.07620458174546,2.96985069280401,2.009769817045,1.03222511994588,0,0.998398860545071,1.90561756823732,3.08109220835101,4.03133986911332,4.99055193851581,6.11137120187081,7.0821339895461,8.14471875844723,9.16269246756389,10.2426257873498,11.2566474892282,12.2919169758496,77.0431174073013
"lat_36_34194",189.156004208611,50.5430165939546,48.72154864947,46.7992249916222,45.3839097101586,44.3506504715248,43.2794379686194,42.0005925085461,40.9848341614009,39.7049285227941,38.6329950001631,37.3759518634667,36.5530646661446,35.5707844176027,34.1710230811352,32.9039037205807,31.8568513302703,30.5398535608013,29.3274287665205,27.8619229908265,26.3550788118319,25.0481125796132,23.0116581076261,21.5130589021061,19.9012306491836,17.9698421268991,16.1400167262376,13.3990800282774,12.2715254717705,11.0821646669678,9.81569763026619,8.46166147003444,7.33398593326106,6.11026985000514,5.07437078097765,3.95956324886783,3.00168804396031,2.02216478165265,0.998398860545071,0,0.937563279133571,2.09217802657017,3.03840685678513,3.99468341480774,5.11320995045561,6.08514512749078,7.15073858669586,8.16813476451198,9.2516846659183,10.2651740589486,11.3004752909283,76.0761548186982
"lat_36_35093",190.039999529581,51.4473519373676,49.6289325033131,47.7101411632191,46.2954715761395,45.2610164829718,44.1887498356796,42.9053840019812,41.8912576518297,40.6110674957455,39.538348802795,38.2787261380729,37.452985608108,36.4677410634992,35.0682313674394,33.8002485445764,32.7502778657075,31.4326345623893,30.2184751253981,28.7539021415612,27.2485327558877,25.9413770708344,23.907256112066,22.4134677652578,20.8076413008673,18.8847785095928,17.063382645053,14.3349591696585,13.208556727876,12.0197017891251,10.7524776420957,9.39318374266841,8.26200842034989,7.01926687281126,5.96767582916745,4.8145857355106,3.86812552637364,2.89593782457479,1.90561756823732,0.937563279133571,0,1.18390872424967,2.13751203716778,3.10285822181329,4.23747094601074,5.19600938888618,6.24777737925395,7.26657142817693,8.34061695274145,9.35505095370245,10.3901574639649,75.1434782733304
"lat_36_35993",190.966539160593,52.4289653216576,50.6188688760172,48.7100082970977,47.2973224344236,46.2596535486478,45.1846229188647,43.8893348629694,42.8796795039234,41.5989495175323,40.5243524945076,39.2582823982785,38.4254892212964,37.4331358304464,36.0345937877884,34.7648501552364,33.7081768683315,32.3894309630312,31.1716279487185,29.7098081209928,28.2085441057838,26.9015532411528,24.8739989130112,23.3926408068754,21.8027827229683,19.9038927667237,18.1088640870069,15.4352757824517,14.3197294171919,13.1460758030451,11.8899218391016,10.5500237647509,9.42513572318213,8.19764967710538,7.15028123053576,5.99749764045012,5.05200715471732,4.07951664078552,3.08109220835101,2.09217802657017,1.18390872424967,0,0.953604629282031,1.91942502436871,3.05733543332103,4.01227938495082,5.06521824158555,6.08378461745816,7.16154950702882,8.17555739990766,9.21082493046475,73.9918604087499
"lat_36_36893",191.713581004298,53.2244483434857,51.4210568863021,49.5201623809405,48.1091938791317,47.0691603437673,45.9921300003944,44.6877810730373,43.6817553259223,42.4008220390698,41.324963376422,40.0541541930065,39.216089878818,38.218476534607,36.8210202035018,35.5502553273424,34.4887366851741,33.1695541864029,31.9493750982493,30.490193878299,28.9926532527278,27.6863581883802,25.664748152604,24.193515270537,22.6164804053382,20.7364787816898,18.9618787391281,16.329335852456,15.222057285575,14.0596253774629,12.8117001556975,11.4854427502079,10.3650833720441,9.14766850212424,8.10303023949935,6.9506116609519,6.00560633025361,5.03293213249359,4.03133986911332,3.03840685678513,2.13751203716778,0.953604629282031,0,0.966902673799671,2.10956010766409,3.05886719583039,4.11340719453407,5.13158279652197,6.21342530517185,7.22678405820324,8.26208221509312,73.0655219690726
"lat_36_37793",192.431110263784,53.9994649099162,52.2035464639559,50.3115237995072,48.9025932476553,47.8601260041022,46.781074412121,45.4671255471847,44.4651732739156,43.18423098267,42.1072007574834,40.8315360261421,39.9879911694946,38.9849712313018,37.5889997878071,36.3174653113141,35.2510833081438,33.9318252847847,32.7095201450878,31.253630920725,29.7605784423464,28.4555476089237,26.4410917518685,24.981201077332,23.4184325962655,21.5592765732044,19.8071582286765,17.2196457518512,16.121829600867,14.9721613088026,13.7338694917893,12.4235820882938,11.3089442302075,10.1048439596312,9.06499654168592,7.91692227983695,6.9708012737407,5.99690030384668,4.99055193851581,3.99468341480774,3.10285822181329,1.91942502436871,0.966902673799671,0,1.146551984399,2.09334107298068,3.1580231264383,4.17414709823889,5.26547061621229,6.2767681506108,7.3116645177206,72.1448347111863
"lat_36_38692",193.185604283186,54.8382164126118,53.0525957886572,51.1728027306164,49.7668836245709,48.7213756373831,47.6398606456854,46.3134425063886,45.3171546065127,44.0365377905973,42.9582530802098,41.6765416339361,40.8260369876189,39.8162513502395,38.4227387006495,37.1506935351599,36.0784040345395,34.7596468023478,33.5351752782108,32.0843342108144,30.5979630369529,29.2953820465005,27.2915683948331,25.8474578981597,24.3044497339629,22.4740360734169,20.7529889024663,18.2281007185717,17.144206096079,16.0132839224257,14.7896874183658,13.5038638217228,12.3988090459715,11.2175510121247,10.1875549078977,9.05151119819914,8.1019476144329,7.12551165047509,6.11137120187081,5.11320995045561,4.23747094601074,3.05733543332103,2.10956010766409,1.146551984399,0,0.989726710865265,2.08950337055386,3.08737592602732,4.20079906753467,5.20219635989413,6.23316145451301,71.1063822120533
"lat_36_39592",194.078320976524,55.7721676517452,53.9908480478309,52.1160079741312,50.7113419382904,49.6647242356231,48.5823238439927,47.2510651096754,46.257117113847,44.9767352639105,43.8980490710202,42.6140508443102,41.7608241729424,40.7483816905304,39.3560460603953,38.0839547821541,37.0093867673458,35.6910333662239,34.4658670054415,33.0173439920729,31.5339365220849,30.2325824917343,28.2333313635623,26.795444191377,25.2597676576824,23.4390459941339,21.7270825750253,19.2149783676856,18.1326882985428,17.0029168722271,15.7792695747016,14.4909542549933,13.3837999574974,12.1938758386501,11.1575185795053,10.0094299229362,9.06407193841288,8.09020489847042,7.0821339895461,6.08514512749078,5.19600938888618,4.01227938495082,3.05886719583039,2.09334107298068,0.989726710865265,0,1.10289598074387,2.09805752975259,3.21148509786734,4.21252964404939,5.24384894217599,70.1173940085545
"lat_36_40492",195.119890732904,56.8477981564722,55.0696263676192,53.1983140199456,51.7945414041951,50.74718037755,49.664190542055,48.3295583938235,47.3372945809151,46.057113706348,44.9781778075736,43.6926073449428,42.8374685375531,41.8231486543783,40.43172502613,39.1596590004666,38.08349876774,36.7655095888295,35.5399128353765,34.0931449930949,32.6119293283315,31.3115176877477,29.3155266703291,27.8818361879585,26.3508084312739,24.5355932146123,22.8277946352449,20.3172186815936,19.2336751787058,18.1010416012244,16.8740016168683,15.5773113841743,14.4656431500731,13.2607964445604,12.215346115739,11.0516442033239,10.1128295899161,9.14349343020991,8.14471875844723,7.15073858669586,6.24777737925395,5.06521824158555,4.11340719453407,3.1580231264383,2.08950337055386,1.10289598074387,0,1.01901620430861,2.11347614590915,3.12064865682114,4.15477440573809,69.0172791319465
"lat_36_41391",195.941488037032,57.7338022659894,55.9622375132637,54.0986342751518,52.6969298258787,51.6479796579392,50.5637632550689,49.2220163428311,48.2333822400052,46.9537299183973,45.8743495447513,44.5855818706621,43.7265893079083,42.7085965846124,41.3191485916294,40.0472808433511,38.9680909791537,37.6509966505151,36.424728954707,34.981654280889,33.5050992712746,32.2068412328043,30.2180693625438,28.7939747773842,27.2745026548211,25.4752114434034,23.7835706945125,21.3018559125683,20.2241750774103,19.0988046913439,17.8770169902981,16.5878490978707,15.4786653135683,14.2783790002867,13.2340292766915,12.0705391321925,11.1318412742691,10.1623647473932,9.16269246756389,8.16813476451198,7.26657142817693,6.08378461745816,5.13158279652197,4.17414709823889,3.08737592602732,2.09805752975259,1.01901620430861,0,1.12727787505978,2.11554036858215,3.14581050161985,68.0252157360884
"lat_36_42291",197.024862878254,58.8466645126897,57.077380092276,55.2162471087035,53.8151829592618,52.7657768070203,51.6812086010288,50.3372399595584,49.3497939610958,48.0703355195647,46.990840578763,45.701085918822,44.8408473414762,43.8216351443471,42.4329107027015,41.1611546889609,40.0809699406478,38.7642379441576,37.5377938970111,36.0960314448781,34.6210512861334,33.3235238711651,31.336966645604,29.9154464806329,28.398541379169,26.6016723881906,24.9108399692708,22.4241640093768,21.3438357023322,20.2138791883118,18.9874754782333,17.6883651909847,16.5743420271861,15.3590696681813,14.3064624422965,13.1295718891544,12.1976729551729,11.2332100040905,10.2426257873498,9.2516846659183,8.34061695274145,7.16154950702882,6.21342530517185,5.26547061621229,4.20079906753467,3.21148509786734,2.11347614590915,1.12727787505978,0,1.01479474870999,2.04956217728649,66.9059669456539
"lat_36_43191",197.866214286898,59.7513219016789,57.9880123708965,56.1338028419613,54.734668582255,53.6839706984947,52.5984368928446,51.2484055394053,50.2642323774855,48.9853801800546,47.90562945345,46.6132701488743,45.7498140588369,44.7275762876794,43.3407828013403,42.0694130949563,40.98681876685,39.6711107906053,38.4443465732653,37.006047990742,35.535355761854,34.2399531185696,32.2599408328759,30.8467514387889,29.3397240474013,27.5561929174113,25.8785966902674,23.4146902355211,22.3388586368745,21.2143407627253,19.991768326494,18.6979506944864,17.5855741701026,16.3731885278186,15.3211546626935,14.1441934782504,13.2124674383746,12.2479152950434,11.2566474892282,10.2651740589486,9.35505095370245,8.17555739990766,7.22678405820324,6.2767681506108,5.20219635989413,4.21252964404939,3.12064865682114,2.11554036858215,1.01479474870999,0,1.03530393247738,65.910723641539
"lat_36_44091",198.751649503587,60.697865107275,58.9400006131475,57.0920593991174,55.6947114832176,54.6429239862137,53.5565948344327,52.2012589350902,51.2200585082526,49.9418293953623,48.8619275815546,47.5673573753563,46.7011179451155,45.6762829882837,44.2913285509758,43.0204226662737,41.9358080869287,40.6211483586151,39.3942436958081,37.9591673361826,36.4924161000827,35.1990373376268,33.2249728479268,31.8191396700207,30.320711432266,28.5485568660419,26.8819549354982,24.4359289609222,23.3634233411076,22.2427258396403,21.0226759025962,19.7318862061335,18.6202583130356,17.4084397178637,16.3559614067756,15.1775494701541,14.2467356156316,13.2826981341377,12.2919169758496,11.3004752909283,10.3901574639649,9.21082493046475,8.26208221509312,7.3116645177206,6.23316145451301,5.24384894217599,4.15477440573809,3.14581050161985,2.04956217728649,1.03530393247738,0,64.8876022500676
"lat_36_44990",259.965037360572,124.536159728792,122.896617519868,121.177168466451,119.821928303542,118.759754488236,117.668803457287,116.234961457621,115.313413692397,114.057334948589,112.985084366488,111.667366899194,110.765241317179,109.710029496175,108.370406346987,107.121495460021,106.019018768699,104.736537875968,103.523087269258,102.152263634471,100.757414104033,99.5058543520612,97.6281620574657,96.3217083309224,94.9269524263281,93.2712044294454,91.6934534461898,89.3231289864184,88.2493817991015,87.1158454835195,85.8768629682584,84.5365577212166,83.4017492137938,82.1103910084732,81.0209000612657,79.7840742600577,78.9061009518844,77.9814387289659,77.0431174073013,76.0761548186982,75.1434782733304,73.9918604087499,73.0655219690726,72.1448347111863,71.1063822120533,70.1173940085545,69.0172791319465,68.0252157360884,66.9059669456539,65.910723641539,64.8876022500676,0
