"",".","lat_36_00000","lat_36_00900","lat_36_01800","lat_36_02700","lat_36_03600","lat_36_04500","lat_36_05399","lat_36_06299","lat_36_07199","lat_36_08099","lat_36_08999","lat_36_09899","lat_36_10799","lat_36_11698","lat_36_12598","lat_36_13498","lat_36_14398","lat_36_15298","lat_36_16198","lat_36_17098","lat_36_17997","lat_36_18897","lat_36_19797","lat_36_20697","lat_36_21597","lat_36_22496","lat_36_23396","lat_36_24296","lat_36_25196","lat_36_26096","lat_36_26995","lat_36_27895","lat_36_28795","lat_36_29695","lat_36_30595","lat_36_31494","lat_36_32394","lat_36_33294","lat_36_34194","lat_36_35093","lat_36_35993","lat_36_36893","lat_36_37793","lat_36_38692","lat_36_39592","lat_36_40492","lat_36_41391","lat_36_42291","lat_36_43191","lat_36_44091"
"1",".",0.0574255543366884,0.490329251586423,0.192013562666975,0.174772716271643,0.0616618466011978,0.00273691073751959,6.18181415250536e-05,0.146916645234434,0.0926974695968466,0.0703863692164317,0.0749784073897173,0.105160823394318,0.0965371926515725,0.138100561786941,0.200206215989087,0.155368234922934,0.0467928339943792,0.0531431900610425,0.0395163721848689,0.0150929575723433,0.0176776557161078,0.00671601620568412,0.0871682450704406,0.0755720948243636,0.108042365255405,0.297375003426241,0.00074240088831503,0.00105499073602662,0.0353401484918415,0.278002597528324,0.519208821098882,1,0.295307011635224,0.240367013139854,0.00755056111627234,0.00320871145915891,0.0701256832800006,0.12558938640829,0.182865060911281,0.00368517770091333,0.0378122909628292,0.010403526666655,0.0200197468138872,0.0439346197338671,0.0558742688984182,0.0318532553958198,0.0287792608299844,0.177092646148876,0.137027492160468,0.0846319516978702
