"","year","variable","value"
"4253",2007.37427002782,"lat_36_13498",-1.1699069578895
"4254",2007.37427002782,"lat_36_13948",-1.1699069578895
"4255",2007.37427002782,"lat_36_14398",-1.1699069578895
"4256",2007.37427002782,"lat_36_14848",-1.1699069578895
"4257",2007.37427002782,"lat_36_15298",-1.1699069578895
"4258",2007.37427002782,"lat_36_15748",-1.1699069578895
"4259",2007.37427002782,"lat_36_16198",-1.1699069578895
"4260",2007.37427002782,"lat_36_16648",-1.1699069578895
"4261",2007.37427002782,"lat_36_17098",-1.1699069578895
"4262",2007.37427002782,"lat_36_17547",-1.28672170356442
"4263",2007.37427002782,"lat_36_17997",-1.28672170356442
"4264",2007.37427002782,"lat_36_18447",-1.28672170356442
"4265",2007.37427002782,"lat_36_19347",-1.28672170356442
"4266",2007.37427002782,"lat_36_19797",-1.28672170356442
"4267",2007.37427002782,"lat_36_20247",-1.28672170356442
"4268",2007.37427002782,"lat_36_20697",-1.28672170356442
"4269",2007.37427002782,"lat_36_21147",-1.28672170356442
"4270",2007.37427002782,"lat_36_21597",-1.28672170356442
"4271",2007.37427002782,"lat_36_22047",-1.28672170356442
"4272",2007.37427002782,"lat_36_22496",-1.15904445526074
"4273",2007.6270260824,"lat_36_00000",-0.776339758403001
"4274",2007.6270260824,"lat_36_00450",-0.776339758403001
"4275",2007.6270260824,"lat_36_00900",-0.776339758403001
"4276",2007.6270260824,"lat_36_01350",-0.776339758403001
"4277",2007.6270260824,"lat_36_01800",-0.776339758403001
"4278",2007.6270260824,"lat_36_02250",-0.776339758403001
"4279",2007.6270260824,"lat_36_02700",-0.776339758403001
"4280",2007.6270260824,"lat_36_03150",-0.776339758403001
"4281",2007.6270260824,"lat_36_03600",-0.776339758403001
"4282",2007.6270260824,"lat_36_04050",-0.776339758403001
"4283",2007.6270260824,"lat_36_04500",-0.776339758403001
"4284",2007.6270260824,"lat_36_05849",-0.776339758403001
"4285",2007.6270260824,"lat_36_06299",-0.776339758403001
"4286",2007.6270260824,"lat_36_06749",-0.776339758403001
