"","year","lat_36_00000","lat_36_00450","lat_36_00900","lat_36_01350","lat_36_01800","lat_36_02250","lat_36_02700","lat_36_03150","lat_36_03600","lat_36_04050","lat_36_04500","lat_36_05849","lat_36_06299","lat_36_06749","lat_36_07199","lat_36_07649","lat_36_08099","lat_36_08549","lat_36_08999","lat_36_09449","lat_36_09899","lat_36_10349","lat_36_10799","lat_36_11249","lat_36_11698","lat_36_12148","lat_36_12598","lat_36_13048","lat_36_13498","lat_36_13948","lat_36_14398","lat_36_14848","lat_36_15298","lat_36_15748","lat_36_16198","lat_36_16648","lat_36_17098","lat_36_17547","lat_36_17997","lat_36_18447","lat_36_19347","lat_36_19797","lat_36_20247","lat_36_20697","lat_36_21147","lat_36_21597","lat_36_22047"
"11",1994,0.0383016828572736,0.147865387939142,0.13819461389088,0.381800976265638,0.125881968696466,0.101113453708081,0.0942231050381509,0.152506176322572,0.0260404117040042,0.0357018450175123,0.000439014533420768,0,0.0417063806749729,0.237348070089824,0.0978628780138167,0.0531129745982849,0.0573661224894393,0.0451967018945806,0.016237310580066,0.00854365872132331,0.0670088743334401,0.0914395660815681,0.131723041495738,0.0863161730692002,0.0322940336215617,0.206381977592403,0.157858417336404,0.0454037548482861,0.133804468556672,0.033670235208597,0.0152907827916978,0.0317989746796192,0.0576261062734154,0.00027710846435779,0.0122643847315206,0.0257290538788831,0.00891417453321743,0.00650115138852882,0.0143302439011992,0.00842534274777729,0.00200514439377996,0.0045645057162755,0.186078333816256,0.0617624949801494,0.0448386403956913,0.0369846392570113,0.150773470025773
"12",1995,0,0.0145948980525521,0.152481267696562,0.313361412725766,0.0954872178081426,0.167480930921772,0.113200364479283,0.133317193560358,0.0380012225560317,0.0567387364718202,8.56234019083058e-05,0,0.00692771160894474,0.285185086341431,0.116335737778252,0.065628002379028,0.0911266514673214,0.0584340798296047,0.021672061417555,0.0426357837829595,0.116402679710653,0.0823027707033891,0.164607098195904,0.139830799261891,0.0377630338198141,0.377740870226058,0.277043079214514,0.0851236725989864,0.254016611257682,0.0421469519975193,0.0336655648412202,0.0738680872208582,0.109392458278051,5.13740411449835e-05,0.0183109536953726,0.0474587164940855,0.0088768115942029,0.00594849124893884,0.00126722634824293,0.00220129982360626,0.000468593526807273,0.00215459614983809,0.0813344478672624,0.0283958336510454,0.042909778669066,0.0331923009470361,0.0984669121945516
"13",1996,0.0107153795515431,0.0287912580889492,0.3660213616885,0.240620440831846,0.097012871151236,0.129040693832319,0.132025058586105,0.159387184257748,0.0276516884490059,0.050393263995852,0,0,0.0369161405354846,0.219686297459828,0.0531145313874105,0.0333137304988334,0.0857884215556199,0.0214899170898591,0.00932828044062851,0.050969275972326,0.135420415669051,0.0880348682638688,0.133745310569899,0.0727549829960502,0.0689642014752007,0.284760082910141,0.16840255008413,0.138806432017243,0.155158944992604,0.0347086135553759,0.0254659565166557,0.0439870767439851,0.0454286634742958,0,0.00221375413661111,0.0169145138497044,0.00154433481260071,0.00286449199111423,0.00829301567210081,0.0124963463112358,0.00546277304174991,0.00151008545183739,0.193035624418587,0.074764797757207,0.0321041053482378,0.0217716959215937,0.150734550297633
"14",1997,0.0189258853999868,0.123353743156482,0.372260972503927,0.275554788810435,0.0899792978817501,0.125909990900726,0.139366876102461,0.245817002933118,0.0476564287130374,0.0454504585220543,0.00142290526080348,0,0.0712153185508263,0.372959970821324,0.121364166653958,0.0827324445020562,0.0916030289397567,0.0540252530258897,0.0239932340038329,0.0734290726874374,0.183244977607654,0.133516462568435,0.187038872706754,0.0900789323857889,0.0743553622171727,0.262979046253793,0.1887622382688,0.126731975559046,0.197956634844626,0.0786785656189794,0.0338274709102832,0.0319966868985711,0.0741669907329744,0,0.025153041902409,0.0504820009760115,0.00257181563550038,0.0159010441289352,0.0171947358923134,0.0226108052602951,0.00978909002180776,0.00231494542977547,0.28384624769341,0.130614607638306,0.056182962753979,0.0437722398446515,0.27348425927338
"15",1998,0,0.00513429053624713,0.00792717022758351,0.00272905133718655,0.000467036737681668,0.000976106781754686,7.31690889034613e-05,0.0144423327182428,8.09530345314891e-05,0.000745701991165063,0,0,0.00198179255689588,0.113223716316167,0.0304990557597385,0.026656900197744,0.00234452442316197,0.00401028878755992,6.6941932401039e-05,0.000136997443053289,0.0168740373324387,0.0282899719905042,0.0206476941729065,0.0306703025635551,0.00236787626004606,0.0631355829889335,0.0253990145842547,0.00708961767800772,0.0267207285518938,0.011031407744041,0.00141045094779864,0.00475287720047377,0.00947928898581225,0,0.00450379094037688,0.0122207946360036,0.000854677229957452,0.00122674983097718,0,0.000972993203503475,0.00698219922834093,0.000387640492275784,0.080479770637305,0.00777304810414856,0.00488831785440146,0.00559042975004956,0.0621221132681642
"16",1999,0.00378455436434711,0.0591860089772722,0.254830811970374,0.0564289354358247,0.113366940915722,0.0793822343037531,0.0321570361785084,0.103258709123166,0.0221095191618502,0.045873905164219,0,0,0.0169970236733615,0.320784183276653,0.124111899460652,0.0739054501598727,0.0793728935689994,0.0649072090138726,0.0233284850471993,0.0249771247312156,0.108011586323639,0.108969011635887,0.155339532531174,0.0654801074120954,0.0650862397633172,0.385808151474947,0.250778489876423,0.0335659303371815,0.152601140459234,0.0391470193524774,0.0225827830560342,0.0552722411154998,0.0573318731286759,0.00086246117558548,0.0235931391985523,0.0612580953034532,0.0132233668328936,0.00976729497404928,0.0241644808076495,0.0204172893823169,0.000161906069062978,0.00976573818492367,0.280369937575933,0.156097688835344,0.0809763863683732,0.0515608558400561,0.277885302131467
"17",2000,0.00495525978680249,0.0495634953919042,0.0610136794107331,0.0885190296819321,0.136038460951916,0.0986210343179866,0.0740720265963125,0.170133699591804,0.0257477353483903,0.0128061473472313,0.00062738601761904,0,0.00313848687722081,0.0750310086976855,0.0297549105576991,0.0191796420274605,0.0299635203005302,0.0145186153853974,0.0184635190296819,0.0189134310869819,0.0633644309903975,0.04694341929351,0.0719750316441218,0.0399799015346764,0.00798321463610531,0.039421014238584,0.0467986379048287,0.0477000188085543,0.115435913663652,0.0336935870454811,0.0159773267960899,0.0178361330120629,0.0796655699246133,0.000303573879493084,0.0158496700877902,0.0219725217187969,0.00392310859652601,0.00975328387191883,0.0231665789781363,0.0213607035924339,0.00223866276262079,0.00152721013221905,0.140722839430863,0.0525089404175499,0.0210804815498249,0.0252137566783076,0.0607988425113995
"18",2001,0.000302017090367478,0.0737419873016841,0.269905201073613,0.416657484787946,0.271203563204368,0.241213577488702,0.168612716616087,0.307011269882421,0.0225376361713917,0.0370064343047697,0.000814200712691707,0,0.0271986628134547,0.275638855423218,0.0388387751056075,0.058180323202131,0.0692677753546938,0.0436336856124726,0.00431541945617861,0.0334974316156548,0.12054529557389,0.0665184857588743,0.125433613428291,0.0792141010781877,0.0439824063766083,0.198608929488255,0.139559917954036,0.162785654918945,0.25638760109598,0.0762826671546724,0.0344470729822742,0.050910117985553,0.103126382047489,0.000437457744295162,0.0313039157376766,0.0638454788302096,0.0201713167004712,0.0141667810430106,0.0273621256716433,0.0235542194704121,0.010249899602987,0.00627541696531601,0.318587553820424,0.14842583202436,0.0866228605269445,0.0227758249076093,0.305432685709057
"19",2002,0.000547989772213157,0.0647546436795632,0.0218433082213716,0.166444109364118,0.178163617901677,0.0606571747009694,0.037629149955012,0.089727098043402,0.00185880621597304,0.0334382736288818,0,0,0.00302639806017721,0.336235315348289,0.0542447602926001,0.080377022555015,0.0498094680737499,0.0526864143778689,0.0012594424026149,0.00105083265978375,0.0899325942079819,0.0852684539876677,0.14031651746908,0.0485453553037581,0.0335752710719351,0.280522502910242,0.169254113735836,0.051316439947336,0.1306628681012,0.0327844221961275,0.0142010304037739,0.0368211763988227,0.0353142045252365,0.00120184120496749,0.042783678749892,0.0684411203289972,0.017859484848947,0.00922397556921294,0.0149887657013303,0.00592358262292915,0.00680005490064508,0.000784621719305202,0.0685391980439103,0.0446814046940052,0.047953775436028,0.019726075010548,0.0952786080653114
"20",2003,0.000205496164579934,0.0445817701899664,0.101767305140835,0.167245855763805,0.104533719417036,0.130486950930007,0.0873389835247231,0.179231575241842,0.0167276991546317,0.0246284039670799,0,0,0.0023242861645291,0.169872159018702,0.0482075320635017,0.0437878077359076,0.0526988686908738,0.0247529470971284,0.00587065179265856,0.0142928809621846,0.0642268921659829,0.0503730257372191,0.0532982325042319,0.0269044296687153,0.0415849511231757,0.214805763551055,0.120082929203585,0.0639575676472532,0.12426135121671,0.0334553983092635,0.0173753234308836,0.0354060550836472,0.072929343378118,0.00306064742094053,0.0245801435041862,0.0486154108144104,0.00735115825110945,0.00814045033779147,0.0174375949959079,0.0140157724978268,0.00278198216745713,0.00299370548853949,0.133816922869677,0.0422948469644518,0.0169581039452214,0.0225065003888796,0.128270083215144
"21",2004,0.000186814695072667,0.0924670469044678,0.391642997117716,0.617139231594305,0.256495019545646,0.297788851102334,0.308320529537055,0.411445354795419,0.0495354731876433,0.0299401684636461,0,0,0.0306796432983088,0.316372242894687,0.0541124332169236,0.0572011028421251,0.0851594787488753,0.0498670692713973,0.0201152722919494,0.0562281096386216,0.168192383552173,0.0785960557953223,0.11518527061443,0.067759246691982,0.085310487294059,0.196401402508146,0.137135997285468,0.261391121345676,0.311208373365054,0.0731379531209492,0.029459120623834,0.0438142731510429,0.106205710937937,0.00152565334309345,0.0286589310132727,0.047444705391955,0.0108679448858524,0.0106110746801275,0.0227119965534595,0.0186363226226242,0.00638127862585719,0.00423913678902394,0.232777337217046,0.108086312201668,0.0610183497781099,0.0452636438269816,0.242806172764197
"22",2005,0.00238188736217651,0.0756521675588021,0.00252511196173222,0.0557205963836742,0.134296413920364,0.142791812178793,0.160526753897692,0.23259519288935,0.0396981227029418,0.0450939538122906,0,0,0.0248619223359208,0.32805127491498,0.0834688057584677,0.0776650958982101,0.106120087536029,0.0473295029966602,0.0230716148414744,0.0950123971248329,0.228762378062109,0.0974487721064056,0.164051324478063,0.0828741123124863,0.0789214247225738,0.286755886569167,0.172556063471246,0.218260278620774,0.306324725878029,0.0964820060594045,0.0355228142680677,0.0534772632536766,0.0983268011732471,0.000227291212338412,0.0266506730412416,0.0417748793964996,0.00220752698010868,0.0137044146727057,0.00737139650974232,0.0126317869651635,0.00491166969128554,0.000747258780290668,0.147740844809093,0.077472054046635,0.0609747596825929,0.0262786004402218,0.181943501898647
"23",2006,0,0.0515157089554136,0.0121180465537137,0.0184635190296819,0.0761612376028752,0.0225407497496429,0.00470773031583121,0.0259890376628592,0.00203783696541768,0.0226403842536816,0,0,0,0.191281123074029,0.0415958486470549,0.0548519080515863,0.0236040367224315,0.00441349717109176,0.000152565334309345,0.00750061000716758,0.0398429040916231,0.0378206350174615,0.0528841265968208,0.0223772868914543,0.0275972008296097,0.227957518084171,0.0969412588514582,0.0497487532978513,0.0857277067797213,0.0172352124095791,0.00988716773672091,0.0201697599113456,0.0128279423949898,0,0.0253227319171,0.0278151513071945,0.000910721638479252,0.00336422130043361,0.00636259715634992,0.00184479511384259,0.00344673112409071,0.000175917171193428,0.109828359233221,0.0181786266196961,0.0231074209913633,0.00884256223343958,0.130357737432581
"24",2007,0,0.0614091038486369,0.335248311042655,0.337488530594401,0.151179791987556,0.113362270548346,0.130026141348828,0.199908848408135,0.0242065141140408,0.0299915425047911,0,0,0.0184775301318124,0.368384567581169,0.0734244023200606,0.0759822068534305,0.0771186629151226,0.0545670156416005,0.0135643036514012,0.0338228005429064,0.142088143494019,0.0848745863388895,0.154165713530467,0.0734103912179301,0.0678324157808854,0.255789794071747,0.198758381244313,0.189750799363559,0.264443984820988,0.0652201236281193,0.0235495491030353,0.0396732140769321,0.087359221783356,0.000339380029382012,0.0355944265678455,0.0579514752006669,0.0107683103818137,0.0108523769945964,0.0204966856277228,0.0140095453413244,0.00220441340185747,0.0033050633136606,0.223595394954224,0.0849508690060441,0.0573334299178015,0.0389461935552743,0.152565334309345
"25",2008,0.000772167406300357,0.0861527102110116,0.407950363208434,0.401880442407698,0.137637283383913,0.239879409208058,0.204381503566,0.287269626980617,0.0527284476842603,0.0583375589038171,0,0,0.0329416578978136,0.361822701416742,0.103633895302436,0.0890748033997733,0.104175657918147,0.0660919255384584,0.031081294892715,0.100906400754376,0.202891656372796,0.102189194993875,0.157400721333476,0.0729277865889924,0.0859456572573061,0.29739342666443,0.260958333968757,0.29849874694361,0.351786081923963,0.0904151988369197,0.0371512156934511,0.0701629291019169,0.145063167513052,0.00224956028650003,0.0328264555025188,0.0620022405054926,0.014998106436084,0.012278395833651,0.016864696597685,0.0161548007564089,0.00442128111671979,0.00440882680371494,0.21191324935568,0.110298509549154,0.0720248488961412,0.047172267294974,0.195604326475836
"26",2009,0.000127656708299656,0.122410328946365,0.451646320385931,0.567379580772574,0.273443782756114,0.237077188781968,0.184890503713419,0.244428347033078,0.0838330944138594,0.0778067637086402,0,0,0.0416051893818086,0.29484963323319,0.131263788703684,0.0763698473457063,0.111417840930464,0.062833565898566,0.0577926827098552,0.136516395213477,0.180869317401979,0.112895233810664,0.205385632552016,0.0914115438773072,0.0670586915854595,0.282916844585424,0.117788222032442,0.121389075279968,0.221109202720632,0.100168482708838,0.0414837598300113,0.0856436401669386,0.179306301119871,0.00534601385732949,0.0473948881399356,0.0441645507043041,0.00474820683309696,0.018530460962083,0.0265634928502077,0.0219055797863958,0.0100693120644168,0.00683741783965962,0.19624416680646,0.0783734349503607,0.0660109725039269,0.0468204329525872,0.20157928313991
"27",2010,0,0.0489750291024253,0.0534523546276669,0.0958608471982879,0.0716247540908606,0.0454442313655519,0.0170966581774003,0.0215148257158688,0.00204717770017131,0.0052930830270589,0,0,0.00537247927246478,0.0970689155597578,0.0204639930560851,0.01871571886803,0.0149124830341757,0.00956335559859495,0.00885190296819321,0.00833349218936656,0.0136499270533095,0.0174189135264006,0.0194707615939487,0.0123640192355594,0.00341403855245299,0.0502920727026876,0.0297253315643125,0.0114828765904666,0.0210820383389505,0.0240990956643741,0.00354480883900386,0.00374563463620698,0.0251110085960177,0.000902937692851224,0.0101938551944652,0.0140157724978268,0.00076438346067233,0.00409124182209141,0.00415818375449245,0.0016237310580066,0.00233362689928273,0.000758156304169907,0.0488660538636329,0.0229610828135564,0.00321788312262669,0.00694950665670322,0.0453414832832619
"28",2011,0,0.00657743405568349,0.000415662696536684,0.00083443897132458,0.00826810704609112,0.00653384396016653,0.0124216204332068,0.0377334548264275,0.00246595397495921,0.0043699070755748,0,0,4.98172520193779e-05,0.167641280201709,0.0132669569284106,0.0222574141287827,0.0164568178467764,0.0160847452457566,0.00151786939746542,9.65209257875447e-05,0.0297891599184624,0.0414479536801224,0.0634142482424168,0.0441318581326664,0.0125772993457673,0.0668360707404979,0.0377568066633116,0.0066085698381956,0.0314658218067396,0.0210649136585688,0.00239901204255817,0.00406944677433293,0.00973927276978838,7.00555106522502e-05,0.0121818749078635,0.0247949804035197,0.00206741595880418,0.00724218301231706,0.00935785943401502,0.00522302751640665,0.000384526914024573,0.000762826671546724,0.0798414870958067,0.0558887296092396,0.0312400873835268,0.0303418200580523,0.14148566610241
"29",2012,0,0.0161874933280466,0.00194909998525816,0.0120168552605493,0.0611460064864095,0.0441349717109176,0.0697239145684962,0.155856386520875,0.022402195517464,0.0289407098450073,0,0,0.00111154743568237,0.283516208398782,0.0223928547827104,0.04939847574459,0.0164646017924044,0.0331580515862728,0.00395113080078691,0.00250954407047616,0.0959106644503073,0.0468515687350993,0.142315434706358,0.0503216516960741,0.0502780616005571,0.144010778064142,0.0889813960522369,0.0826390371545199,0.17564006272907,0.0470056908585343,0.0151366606682629,0.0289126876407464,0.0205651843492494,0.000786178508430807,0.00743366807476655,0.046537097331727,0.00526661761192361,0.00346541259359797,0.00958048027897661,0.0108445930489683,0.00662102415120044,0.00622404292417103,0.210105817180852,0.0969646106883423,0.0691805951636598,0.042945584818955,0.216214657709728
"30",2013,0.000624272439367829,0.0662149118793812,0.0701629291019169,0.148075554471098,0.126423731312176,0.174224941413895,0.172162195822468,0.289452245334716,0.0645102277868432,0.0649383447963847,0,7.7839456280278e-05,0.0200156377879107,0.35777037932279,0.146917303361648,0.103876754406031,0.130715798931471,0.0832710935395158,0.0436445831363519,0.0676284764054311,0.238159157224264,0.130511859556016,0.194995621927724,0.0820054239803984,0.0846270568679182,0.371848423385641,0.205559992934084,0.322233553952592,0.415679821217066,0.105425759586008,0.0478650384558685,0.072250583319354,0.176860585403545,0.00726864842745236,0.0743273400129118,0.0871179194688871,0.0213420221229266,0.0264654151352945,0.030078722695825,0.028500138522461,0.0130054163553088,0.00805482693588316,0.283514651609656,0.119682834398304,0.0886171073968452,0.0463860887865432,0.322342529191385
"31",2014,0,0.043063900792501,0.0662133550902556,0.0492786029819184,0.0502967430700644,0.00219507266710384,0.000465479948556062,0.00313848687722081,0.00561222479780804,0.0173037111311058,0,0,0.00251732801610419,0.118272383450506,0.0190659964212913,0.0163509561862352,0.0226217027841744,0.00342493607633223,0.000941857420991363,0.00164396931663947,0.0125959808152746,0.016533100513931,0.024762287831882,0.0194785455395768,0.00516075595138243,0.0245163151500363,0.011031407744041,0.0431868871334238,0.00778238883890219,0.0106686758777749,0.000390754070526995,0.00326614358552046,0.012203669955622,0.00195688393088619,0.00637349468022916,0.00841133164564684,0.00148050645845089,0.000275551675232184,0.000982333938257108,0.000217950477584778,0.00138398553266334,0,0.00110064991180313,0.00176072850105989,0.00128279423949898,0.00838175265226033,0.0475723621002547
"32",2015,0.00325213248339001,0.0779702265668288,0.175101413691611,0.125813469974939,0.0894640006811747,0.0201744302787224,0.0403457469791937,0.0790444110634967,0.0133588074868213,0.0460544927027893,0,0,0.00284736731073257,0.304545315907462,0.0659097812107626,0.0513880522471139,0.0536734186835029,0.0279505919611222,0.0053475706464551,0.00397292584854539,0.0660716872798255,0.0768197594030063,0.103725745860847,0.0733776986462924,0.00783376288004717,0.127007527234278,0.0532764374564734,0.0226294867298024,0.0433705882502453,0.0260077191323665,0.0029111956648824,0.0183903499407785,0.0371387613804462,0.00157547059511283,0.0219585106166664,0.0385819048998826,0.0054876816677596,0.00791160233632745,0.0127983634016033,0.00897800288736726,0.0019055098897412,0.000756599515044302,0.193756417783742,0.103229130129779,0.0474026720855637,0.0564367193814527,0.193259802052674
"33",2016,0.0188028990590639,0.0408828392275276,0.199297030281772,0.102103571591966,0.066926364509783,0.05745797304785,0.111070676955454,0.213395312603256,0.0366110098668659,0.0581180516371067,0,0.000165019647314189,0.0277233007487838,0.301556280786299,0.0911064132086885,0.0755914527829035,0.0778939438996741,0.0558373555680946,0.0155678912560556,0.0457073287277792,0.181417307174193,0.092963662635536,0.144230285330853,0.0821906818863455,0.0722085500129627,0.286242146157717,0.10853933783722,0.0913850784621719,0.240888208561451,0.0462599888673692,0.0296350377950274,0.0574673137826036,0.0930430588809418,0.00276797106532668,0.0306562914614247,0.0598133949948912,0.010419589617678,0.00891728811146864,0.022078383379338,0.0197727786843162,0.0105923932106202,0.00337511882431285,0.290113880713098,0.144969760165515,0.119036766911178,0.0601901379632877,0.24476772706246
