year,variable,testing,horizon,forecast,fold
2024,x,-2.48993769905682,1.0,-1.0841587651951687,1
2023,x,-3.38640908102908,1.0,0.5253286983921187,2
2024,x,-2.48993769905682,2.0,-0.9947962517714527,2
2022,x,-0.190856431133403,1.0,0.48822549184542374,3
2023,x,-3.38640908102908,2.0,0.8220884299082762,3
2024,x,-2.48993769905682,3.0,-0.3986005727347053,3
2021,x,-0.430062379477202,1.0,-1.3094143506685,4
2022,x,-0.190856431133403,2.0,-1.375614303382172,4
2023,x,-3.38640908102908,3.0,-1.5489686632241457,4
2024,x,-2.48993769905682,4.0,-1.1610836616217597,4
2020,x,-1.46465325863626,1.0,-0.9177654989443451,5
2021,x,-0.430062379477202,2.0,-1.244568716190808,5
2022,x,-0.190856431133403,3.0,-1.2545257108095136,5
2023,x,-3.38640908102908,4.0,-1.3676449924228335,5
2024,x,-2.48993769905682,5.0,-1.0680818873544933,5
2019,x,-2.80518295443834,1.0,-0.4212705523869743,6
2020,x,-1.46465325863626,2.0,-0.36447488513357235,6
2021,x,-0.430062379477202,3.0,-1.2363764973992242,6
2022,x,-0.190856431133403,4.0,-1.2204297981311008,6
2023,x,-3.38640908102908,5.0,-1.3059582659457782,6
2024,x,-2.48993769905682,6.0,-0.8278800908051998,6
2018,x,-0.314491370857987,1.0,-0.9556397629013589,7
2019,x,-2.80518295443834,2.0,-0.4155482978197067,7
2020,x,-1.46465325863626,3.0,-0.387681568431974,7
2021,x,-0.430062379477202,4.0,-1.2852338323941699,7
2022,x,-0.190856431133403,5.0,-1.277819868059158,7
2023,x,-3.38640908102908,6.0,-1.3708381694207814,7
2024,x,-2.48993769905682,7.0,-0.8486555190878462,7
2017,x,-1.4010753226767,1.0,-0.661327404428302,8
2018,x,-0.314491370857987,2.0,-0.9005337244369773,8
2019,x,-2.80518295443834,3.0,-0.40698993848858345,8
2020,x,-1.46465325863626,4.0,-0.3916699980692616,8
2021,x,-0.430062379477202,5.0,-1.2285039639636115,8
2022,x,-0.190856431133403,6.0,-1.2501952743838014,8
2023,x,-3.38640908102908,7.0,-1.354611191124527,8
2024,x,-2.48993769905682,8.0,-0.856359980774605,8
2016,x,-0.764743743296572,1.0,-2.860676725744543,9
2017,x,-1.4010753226767,2.0,-0.6447953041680932,9
2018,x,-0.314491370857987,3.0,-0.9141193888791497,9
2019,x,-2.80518295443834,4.0,-0.2977367043030533,9
2020,x,-1.46465325863626,5.0,-0.30383644143161365,9
2021,x,-0.430062379477202,6.0,-1.2535611383672456,9
2022,x,-0.190856431133403,7.0,-1.2249168006500173,9
2023,x,-3.38640908102908,8.0,-1.306435259672695,9
2024,x,-2.48993769905682,9.0,-0.7818015240218124,9
2015,x,-1.14194304957435,1.0,-0.18436259380179387,10
2016,x,-0.764743743296572,2.0,-2.9316746232790196,10
2017,x,-1.4010753226767,3.0,-0.6234759995475203,10
2018,x,-0.314491370857987,4.0,-0.925663442051907,10
2019,x,-2.80518295443834,5.0,-0.2093373108228168,10
2020,x,-1.46465325863626,6.0,-0.1895691887638659,10
2021,x,-0.430062379477202,7.0,-1.2798003760783814,10
2022,x,-0.190856431133403,8.0,-1.21803809087164,10
2023,x,-3.38640908102908,9.0,-1.3000798024459432,10
2024,x,-2.48993769905682,10.0,-0.7508145454576441,10
2014,x,-2.08007429289592,1.0,-0.44424766839524327,11
2015,x,-1.14194304957435,2.0,-0.07982382440612218,11
2016,x,-0.764743743296572,3.0,-2.886567388401694,11
2017,x,-1.4010753226767,4.0,-0.48317831783031595,11
2018,x,-0.314491370857987,5.0,-0.8109881264660953,11
2019,x,-2.80518295443834,6.0,-0.1401749467367437,11
2020,x,-1.46465325863626,7.0,-0.07087274875569811,11
2021,x,-0.430062379477202,8.0,-1.2126735043507324,11
2022,x,-0.190856431133403,9.0,-1.1632442073436946,11
