year,variable,testing,horizon,forecast,fold
2024,lat_36_08549,-4.570638202445716,1.0,-2.6063316615640026,1
2024,lat_36_08999,-2.35061012151384,1.0,-3.8497682179111403,1
2024,lat_36_09449,-4.131525879912678,1.0,-3.4543330573243143,1
2024,lat_36_09899,-2.83589196644073,1.0,-3.7050124246352705,1
2024,lat_36_10349,-1.4747877520406367,1.0,-1.8049898726674105,1
2024,lat_36_10799,-2.1482707752286765,1.0,-2.2612784460127915,1
2024,lat_36_11249,-2.8035553859912135,1.0,-2.1203949868872494,1
2024,lat_36_11698,-4.004044632110705,1.0,-3.3740036232944113,1
2024,lat_36_12148,-4.329941574607597,1.0,-3.1911829698088043,1
2024,lat_36_12598,-3.852776147384812,1.0,-3.1251568450954594,1
2024,lat_36_13048,-4.13453748503702,1.0,-3.7090700114168698,1
2023,lat_36_08549,-4.290162188035178,1.0,-1.241672894012036,2
2024,lat_36_08549,-4.570638202445716,2.0,-1.2519132803561455,2
2023,lat_36_08999,-4.22999702779643,1.0,-3.426431418504805,2
2024,lat_36_08999,-2.35061012151384,2.0,-3.462648443639467,2
2023,lat_36_09449,-4.492649052801522,1.0,-2.5307195379455187,2
2024,lat_36_09449,-4.131525879912678,2.0,-2.52281021266706,2
2023,lat_36_09899,-3.933099084921099,1.0,-3.323080488283251,2
2024,lat_36_09899,-2.83589196644073,2.0,-3.3740559418078786,2
2023,lat_36_10349,-1.8232250088059292,1.0,-1.658464478244081,2
2024,lat_36_10349,-1.4747877520406367,2.0,-1.6839278136908402,2
2023,lat_36_10799,-2.3729764004840987,1.0,-2.033345052080688,2
2024,lat_36_10799,-2.1482707752286765,2.0,-2.0601229652117614,2
2023,lat_36_11249,-2.3496358237800443,1.0,-1.810477997017734,2
2024,lat_36_11249,-2.8035553859912135,2.0,-1.8348388359662307,2
2023,lat_36_11698,-4.605170185988091,1.0,-2.315812740915941,2
2024,lat_36_11698,-4.004044632110705,2.0,-2.3078509132493448,2
2023,lat_36_12148,-4.498476789270406,1.0,-2.039308991218243,2
2024,lat_36_12148,-4.329941574607597,2.0,-2.0625134791501756,2
